v0,r0,t0,w_wh,w_m,T_m,T_a,F_trac,F_drag,F_RR,F_net_tan,a_tan0,a_norm0,P_battery,P_battery_OL,P_battery_regen,Capacity,Pack Current,Energy Use,Energy Use OL,SoC Energy,SoC Capacity,Dissipated Power,Battery Temp,Heatsink Temp,Max Values
0.0,0.0,0.0,0.0,0.0,71.20799401770516,299.07357487436167,1308.2833546560003,0.0,0.0,1308.2833546560003,4.905,0.0,0.0,0.0,-23.52523412956737,17.7,0.0,0.0,0.0,100.0,100.0,0.0,23.0,23.0,0.0
1.7658000000000003,0.024525000000000005,0.1,2.145669291338583,86.05645623716893,71.20799401770516,299.07357487436167,1308.2833546560003,0.10357410262500001,26.165667093120007,1282.0141134602552,4.806511681237427,0.0,0.0,0.0,-23.52523412956737,17.7,0.0,0.0,0.0,100.0,100.0,0.0,23.0,23.0,0.6360307156249151
3.496144205245474,0.09760755840618715,0.2,4.248255328625296,170.38497043693445,71.20799401770516,299.07357487436167,1308.2833546560003,0.4060194415753614,26.165667093120007,1281.711668121305,4.805377756860669,0.0,0.0,0.0,-23.52523412956737,17.7,0.0,0.0,0.0,100.0,100.0,0.0,23.0,23.0,0.0
5.226080197715315,0.21874956400286477,0.30000000000000004,6.350345336000918,254.69359034240753,71.20799401770516,299.07357487436167,1308.2833546560003,0.9072360399140355,26.165667093120007,1281.2104515229662,4.803498601702039,0.0,0.0,0.0,-23.52523412956737,17.7,0.0,0.0,0.0,100.0,100.0,0.0,23.0,23.0,50.00971255624087
6.955339694328049,0.3879359513923559,0.4,8.45161331574809,338.96924114825333,71.20799401770516,299.07357487436167,1308.2833546560003,1.6069591812063864,26.165667093120007,1280.510728381674,4.800875208233167,0.0,0.0,0.0,-23.52523412956737,17.7,0.0,0.0,0.0,100.0,100.0,0.0,23.0,23.0,0.0
8.683654769291989,0.6051442078315231,0.5,10.551733704301531,423.19886546169397,71.20799401770516,299.07357487436167,1308.2833546560003,2.50480114163137,26.165667093120007,1279.612886421249,4.797509030103474,0.0,0.0,0.0,-23.434590392291703,17.7,0.0,0.0,0.0,100.0,100.0,0.0,23.0,23.0,0.0
10.41075802012924,0.8703443854623736,0.6,12.650381573988092,507.36943139370675,71.20799401770516,299.07357487436167,1308.2833546560003,3.600251654271722,26.165667093120007,1278.5174359086086,4.793401980399464,0.0,0.0,0.0,-23.434590392291703,17.7,0.0,0.0,0.0,100.0,100.0,0.0,23.0,23.0,0.0
12.136382733073047,1.1834991181457386,0.7,14.747232834005354,591.4679406196813,71.20799401770516,299.07357487436167,1308.2833546560003,4.892678534389217,26.165667093120007,1277.225009028491,4.788556429300449,0.0,0.0,0.0,-23.339394390152982,17.7,0.0,0.0,0.0,100.0,100.0,0.0,23.0,23.0,0.0
13.860263047621208,1.5445636428776033,0.7999999999999999,16.841964430374755,675.4814363989491,71.20799401770516,299.07357487436167,1308.2833546560003,6.381328464356005,26.165667093120007,1275.7363590985242,4.782975201135693,0.0,0.0,0.0,-23.23980316993787,17.7,0.0,0.0,0.0,100.0,100.0,0.0,23.0,23.0,0.0
15.582134120030057,1.9534858257616488,0.8999999999999999,18.93425454460734,759.3970115426795,71.20799401770516,299.07357487436167,1308.2833546560003,8.065327936554583,26.165667093120007,1274.0523596263256,4.7766615708493045,0.0,0.0,0.0,-23.23980316993787,17.7,0.0,0.0,0.0,100.0,100.0,0.0,23.0,23.0,0.0
17.301732285535806,2.410206192505619,0.9999999999999999,21.023782790823134,843.2018163197558,71.20799401770516,299.07357487436167,1308.2833546560003,9.943684352206139,26.165667093120007,1272.174003210674,4.769619259880521,0.0,0.0,0.0,-23.135966409409075,17.7,0.0,0.0,0.0,100.0,100.0,0.0,23.0,23.0,0.0
19.01879521909279,2.9146579634032386,1.0999999999999999,23.11023041106833,926.8830662903707,71.20799401770516,299.07357487436167,1308.2833546560003,12.015287273740835,26.165667093120007,1270.1024002891395,4.761852431468339,0.0,0.0,0.0,-23.028026893669793,17.7,0.0,0.0,0.0,100.0,100.0,0.0,23.0,23.0,0.0
20.733062094421395,3.466767092757602,1.2,25.19328046857854,1010.4280500572437,71.20799401770516,299.07357487436167,1308.2833546560003,14.278909827985562,26.165667093120007,1267.8387777348946,4.753365685390697,0.0,0.0,0.0,-22.916121035182226,17.7,0.0,0.0,0.0,100.0,100.0,0.0,23.0,23.0,0.0
22.444273741162046,4.066452312696262,1.3,27.2726180387407,1093.8241369245393,71.20799401770516,299.07357487436167,1308.2833546560003,16.733210257115513,26.165667093120007,1265.3844773057647,4.744164052149672,0.0,0.0,0.0,-22.680925859044972,17.7,0.0,0.0,0.0,100.0,100.0,0.0,23.0,23.0,0.0
24.15217279993593,4.713625181322622,1.4000000000000001,29.347930397511334,1177.0587844547672,71.20799401770516,299.07357487436167,1308.2833546560003,19.376733613997214,26.165667093120007,1262.740953948883,4.7342529866153145,0.0,0.0,0.0,-22.557880494454672,17.7,0.0,0.0,0.0,100.0,100.0,0.0,23.0,23.0,0.0
25.856503875117443,5.408190135142808,1.5000000000000002,31.418907207054342,1260.1195459141652,71.20799401770516,299.07357487436167,1308.2833546560003,22.20791359824276,26.165667093120007,1259.9097739646375,4.72363836114194,0.0,0.0,0.0,-22.43135731935231,17.7,0.0,0.0,0.0,100.0,100.0,0.0,23.0,23.0,0.0
