speed,elapsedTime,elapsedDistance,lateralAcceleration,longitudinalAcceleration,gear,gearRatio,engineSpeed,torque,power,downForce,dragForce,tractionControl,throttlePosition,brakePosition,cornerRadius,sectorIndex,maximumCornerSpeed,loadSensitiveLatGrip,loadSensitiveLongGrip,yawangle,yawvelocity,yawacceleration,xposition,yposition,trackelevation,fz,
Speed (linear),Time,Length,Acceleration (linear),Acceleration (linear),Unitless,Unitless,Speed (angular),Torque,Power,Force,Force,Ratio,Ratio,Ratio,Length,Unitless,Speed (linear),Unitless,Unitless,Angle,Speed (angular),Acceleration (angular),Length,Length,Length,Force,
km/h,s,m,m/s^2,m/s^2,-,-,rpm,N.m,kW,N,N,%,%,%,m,-,km/h,-,-,deg,rpm,deg/s^2,m,m,m,N,
41.2927377332689,23.7013788771075,374.5,-14.6184001158138,-0.0808900508572216,1,4.2,2008.8909724161,100,21.0370570693509,0.631514885003158,63.1514885003158,94.6004300002555,96.5567402698637,0,-9,1,41.5728403292498,0.5,1.51,113.60209898648,-12.6590884755932,0.103481646230569,333.830158283912,-6.08871190849063,0,2207.881514885,
41.2867521209825,23.7231744772397,374.75,-14.6141623859692,-0.0762846661465708,1,4.2,2008.59977248249,100,21.0340076307771,0.63133181507387,63.1331815073871,94.5388304810731,96.5577384368591,0,-9,1,41.5728403292498,0.5,1.51,111.948021803079,-12.6373846375676,0.104278872314308,334.039762971618,-5.96782914478256,0,2207.88133181507,
41.2811027509882,23.7449732372236,375,-14.6101632744997,-0.0719889316650709,1,4.2,2008.32493073054,100,21.031129494681,0.631159053458386,63.1159053458386,94.4813848251688,96.5586803990007,0,-9,1,41.5728403292498,0.5,1.51,110.296555487744,-12.6155248993063,0.105012690602297,334.253092824448,-5.85287283903808,0,2207.88115905346,
41.2757675655816,23.7667749803948,375.25,-14.6063870724273,-0.0679760299272382,1,4.2,2008.06537405332,100,21.0284114235132,0.630995921528858,63.0995921528858,94.4277319865976,96.559569856426,0,-9,1,41.5728403292498,0.5,1.51,108.647733787263,-12.5935232612114,0.105679905291653,334.46998112899,-5.74394456619245,0,2207.88099592153,
41.2707263481488,23.7885795415958,375.5,-14.6028193870352,-0.0642222589515746,1,4.2,2007.82011891291,100,21.0258431176886,0.63084179751992,63.084179751992,94.3775529968647,96.5604101992366,0,-9,1,41.5728403292498,0.5,1.51,107.001587635757,-12.5713942675045,0.106277892073982,334.690258404149,-5.64114121272244,0,2207.88084179752,
41.265960518326,23.8103867662229,375.75,-14.5994469950278,-0.0607065612462952,1,4.2,2007.58826137494,100,21.0234151112287,0.630696110185201,63.0696110185201,94.3305645898351,96.5612045420854,0,-9,1,41.5728403292498,0.5,1.51,105.358145168387,-12.5491529013982,0.10680453161722,334.913752532973,-5.54455490129035,0,2207.88069611019,
41.2614529568331,23.8321965093791,376,-14.5962577169835,-0.0574101403085301,1,4.2,2007.36896858672,100,21.0211186825205,0.630558333373686,63.0558333373686,94.2865140126908,96.5619557537482,0,-9,1,41.5728403292498,0.5,1.51,103.717431739108,-12.5268144929714,0.10725814804253,335.14028889652,-5.45427291909319,0,2207.88055833337,
41.2571878546852,23.8540086351165,376.25,-14.5932403093003,-0.0543161455651901,1,4.2,2007.16147144142,100,21.0189457774961,0.630427981361773,63.0427981361773,94.2451747642387,96.5626664825751,0,-9,1,41.5728403292498,0.5,1.51,102.079469942439,-12.5043946378069,0.107637456840183,335.369690509669,-5.37037764997287,0,2207.88042798136,
41.2531505825972,23.8758230157565,376.5,-14.5903843706313,-0.0514094114063413,1,4.2,2006.96505822456,100,21.016888943099,0.630304604811274,63.0304604811274,94.2063430659716,96.563339178529,0,-9,1,41.5728403292498,0.5,1.51,100.444279639074,-12.4819091236281,0.107941526160985,335.601778158777,-5.29294651033998,0,2207.88030460481,
41.2493275772417,23.8976395312781,376.75,-14.5876802604132,-0.0486762393849071,1,4.2,2006.77906908052,100,21.0149412693371,0.63018778724985,63.018778724985,94.1698349177352,96.5639761123758,0,-9,1,41.5728403292498,0.5,1.51,98.8118779848727,-12.4593738658856,0.108169733613656,335.836370541069,-5.22205188896119,0,2207.88018778725,
41.2457062416727,23.9194580687637,377,-14.5851190275579,-0.0461042151711161,1,4.2,2006.60289116809,100,21.0130963385523,0.630077141990503,63.0077141990503,94.1354836239695,96.5645793924804,0,-9,1,41.5728403292498,0.5,1.51,97.1822794633288,-12.4368048487608,0.108321740087548,336.073284405647,-5.15776109065705,0,2207.88007714199,
41.2422748577312,23.9412785218971,377.25,-14.5826923477422,-0.0436820537196385,1,4.2,2006.43595439902,100,21.0113481807947,0.629972309422463,62.9972309422463,94.1031377018549,96.5651509795775,0,-9,1,41.5728403292498,0.5,1.51,95.555495920951,-12.4142180732607,0.108397455582083,336.312334696021,-5.10013628395387,0,2207.87997230942,
41.2390225086499,23.9631007905063,377.5,-14.5803924680121,-0.0413994675137993,1,4.2,2006.27772767279,100,21.0096912343923,0.629872954618124,62.9872954618124,94.0726591017717,96.5656926998202,0,-9,1,41.5728403292498,0.5,1.51,93.9315366056458,-12.3916295096067,0.108397018509622,336.553334694041,-5.04923445273057,0,2207.87987295462,
41.2359390103844,23.9849247801465,377.75,-14.5782121576487,-0.0392470538199187,1,4.2,2006.12771553582,100,21.0081203109673,0.629778765210424,62.9778765210424,94.0439216849693,96.5662062563527,0,-9,1,41.5728403292498,0.5,1.51,92.3104082076148,-12.369055055105,0.108320769316492,336.796096165121,-5.00510735189798,0,2207.87977876521,
41.2330148504536,24.0067504017184,378,-14.5761446644181,-0.0372161977049992,1,4.2,2005.98545520605,100,21.0066305642777,0.629689449502862,62.9689449502862,94.0168099144674,96.5666932396153,0,-9,1,41.5728403292498,0.5,1.51,90.6921149027473,-12.3465104957662,0.108169232453225,337.040429504643,-4.96780146714515,0,2207.8796894495,
41.2302411332708,24.028577571118,378.25,-14.5741836754772,-0.0352989882062332,1,4.2,2005.85051391336,100,21.0052174623651,0.629604734780614,62.9604734780614,93.991217723818,96.5671551365533,0,-9,1,41.5728403292498,0.5,1.51,89.0766583981333,-12.3240114721136,0.10794309624815,337.286143885429,-4.93735797878387,0,2207.87960473478,
41.2276095311129,24.0504062089155,378.5,-14.5723232823209,-0.0334881455367472,1,4.2,2005.72248651415,100,21.0038767625757,0.629524365796263,62.9524365796263,93.9670475350845,96.5675933388728,0,-9,1,41.5728403292498,0.5,1.51,87.4640379795793,-12.3015734484335,0.107643196380228,337.533047406159,-4.91381272971961,0,2207.8795243658,
41.2251122400062,24.0722362400581,378.75,-14.570557949255,-0.0317769576025824,1,4.2,2005.60099334525,100,21.0026044890861,0.629448103407818,62.9448103407818,93.9442094026834,96.5680091504669,0,-9,1,41.5728403292498,0.5,1.51,85.8542505608835,-12.2792116852353,0.10727050047996,337.78094724063,-4.89719619757383,0,2207.87944810341,
41.2227419399197,24.0940675935972,379,-14.5688824849556,-0.0301592244155394,1,4.2,2005.48567828728,100,21.0013969126229,0.629375723350081,62.9375723350081,93.9226202639307,96.568403794115,0,-9,1,41.5728403292498,0.5,1.51,84.2472907346466,-14.3279553804295,-9.82733103009804,338.02964978773,-4.88753347097916,0,2207.87937572335,
41.2204917587442,24.1159002024351,379.25,-14.5672920167412,-0.0286292092337652,1,4.2,2005.37620701223,100,21.0002505321113,0.629307015123222,62.9307015123222,93.9022032804868,96.5687784175424,0,-9,1,41.5728403292498,0.5,1.51,82.6431508244593,-8.85790151898133,26.2370248610781,338.278960822015,-4.88484423006609,0,2207.87930701512,
41.2183552396117,24.137734003091,379.5,-14.5657819672396,-0.0271815954608261,1,4.2,2005.2722653936,100,20.9991620580264,0.629241780984751,62.9241780984751,93.8828872575841,96.5691340989165,0,-9,1,41.5728403292498,0.5,1.51,80.2278949501823,-9.0981915471229,-1.15248432012423,338.528685644777,-4.88914273115624,0,2207.87924178098,
41.3737808466482,24.1595689354838,379.75,0,1.97728021116067,1,4.2,2012.83371847222,100,21.0783454095005,0.633996200572767,63.3996200572767,66.5605591026557,100,0,0,1,0,1.51,0.5,80.2278949501823,-3.03273051570763,29.0897898134378,338.77766773369,-4.9039410454617,0,2207.88399620057,
41.5284574832918,24.1813218423148,380,0,1.97517199586158,1,4.2,2020.35873415426,100,21.15714718945,0.638745474422806,63.8745474422806,66.5604870945813,100,0,0,1,0,1.51,0.5,80.2278949501823,-1.01091017190254,9.73316039759226,339.026649822604,-4.91873935976715,0,2207.88874547442,
41.6823937099002,24.202993728403,380.25,0,1.97306606229705,1,4.2,2027.84772890096,100,21.2355717590467,0.643489609402639,64.3489609402639,66.5604151644416,100,0,0,1,0,1.51,0.5,80.2278949501823,-0.336970057300848,3.25651599860346,339.275631911518,-4.93353767407261,0,2207.8934896094,
41.8355979199196,24.22458557858,380.5,0,1.97096240742177,1,4.2,2035.30111105334,100,21.3136233944278,0.648228612339698,64.8228612339698,66.5603433121327,100,0,0,1,0,1.51,0.5,80.2278949501823,-0.112323352433616,1.0895290458837,339.524614000431,-4.94833598837806,0,2207.89822861234,
41.988078344452,24.2460983582401,380.75,0,1.9688610282083,1,4.2,2042.71928105437,100,21.3913062890221,0.652962490022163,65.2962490022163,66.5602715375512,100,0,0,1,0,1.51,0.5,80.2278949501823,-0.037441117477872,0.364511208280552,339.773596089345,-4.96313430268351,0,2207.90296249002,
42.1398430566605,24.267533013873,381,0,1.96676192164662,1,4.2,2050.1026316633,100,21.468624555795,0.657691249199993,65.7691249199993,66.5601998405942,100,0,0,1,0,1.51,0.5,80.2278949501823,-0.012480372492624,0.121946587210341,340.022578178258,-4.97793261698897,0,2207.9076912492,
42.2908999760233,24.2888904735766,381.25,0,1.96466508474363,1,4.2,2057.45154816258,100,21.5455822294151,0.662414896585929,66.2414896585929,66.5601282211596,100,0,0,1,0,1.51,0.5,80.2278949501823,-0.004160124164208,0.0407957865578141,340.271560267172,-4.99273093129442,0,2207.91241489659,
42.4412568724398,24.3101716475528,381.5,0,1.96257051452276,1,4.2,2064.76640855771,100,21.6221832683463,0.66713343885645,66.713343885645,66.5600566791456,100,0,0,1,0,1.51,0.5,80.2278949501823,-0.001386708054736,0.0136473418314975,340.520542356086,-5.00752924559988,0,2207.91713343886,
42.5909213701969,24.3313774285857,381.75,0,1.96047820802352,1,4.2,2072.04758377011,100,21.6984315568689,0.671846882652703,67.1846882652703,66.5599852144512,100,0,0,1,0,1.51,0.5,80.2278949501823,-0.000462236018245334,0.00456528741506219,340.769524444999,-5.02232755990533,0,2207.92184688265,
42.7399009518008,24.3525086925041,382,0,1.95838816230107,1,4.2,2079.29543782357,100,21.774330907031,0.676555234581386,67.6555234581386,66.5599138269757,100,0,0,1,0,1.51,0.5,80.2278949501823,-0.000154078672748445,0.00152712880230092,341.018506533913,-5.03712587421079,0,2207.92655523458,
42.8882029616788,24.3735662986276,382.25,0,1.95630037442584,1,4.2,2086.51032802435,100,21.8498850605351,0.681258501215613,68.1258501215613,66.5598425166191,100,0,0,1,0,1.51,0.5,80.2278949501823,-5.13595575828149E-05,0.000510823524914049,341.267488622826,-5.05192418851624,0,2207.93125850122,
43.0358346097584,24.3945510901985,382.5,0,1.95421484148319,1,4.2,2093.6926051353,100,21.9250976905611,0.685956689095734,68.5956689095734,66.5597712832818,100,0,0,1,0,1.51,0.5,80.2278949501823,-1.7119852527605E-05,0.000170865339150104,341.51647071174,-5.0667225028217,0,2207.9359566891,
43.1828029749269,24.4154638947987,382.75,0,1.95213156057297,1,4.2,2100.84261354415,100,21.999972403529,0.690649804730132,69.0649804730132,66.5597001268649,100,0,0,1,0,1.51,0.5,80.2278949501823,-5.70661750920165E-06,5.71511664312793E-05,341.765452800654,-5.08152081712715,0,2207.94064980473,
43.3291150083771,24.4363055247531,383,0,1.95005052880922,1,4.2,2107.96069142634,100,22.0745127408035,0.695337854595989,69.5337854595989,66.5596290472696,100,0,0,1,0,1.51,0.5,80.2278949501823,-1.90220583640055E-06,1.91154463264402E-05,342.014434889567,-5.0963191314326,0,2207.9453378546,
43.4747775368441,24.4570767775199,383.25,0,1.94797174331981,1,4.2,2115.04717090239,100,22.1487221803427,0.700020845140031,70.0020845140031,66.559558044398,100,0,0,1,0,1.51,0.5,80.2278949501823,-6.34068612133517E-07,6.39340443614168E-06,342.263416978481,-5.11111744573806,0,2207.95002084514,
43.6197972657362,24.4777784360675,383.5,0,1.94589520124613,1,4.2,2122.1023781903,100,22.2226041382936,0.704698782779232,70.4698782779232,66.5594871181523,100,0,0,1,0,1.51,0.5,80.2278949501823,-2.11356204044506E-07,2.13829919759184E-06,342.512399067394,-5.12591576004352,0,2207.95469878278,
43.7641807821656,24.4984112692399,383.75,0,1.94382089974274,1,4.2,2129.12663375297,100,22.2961619705356,0.70937167390151,70.937167390151,66.5594162684354,100,0,0,1,0,1.51,0.5,80.2278949501823,-7.04520680148352E-08,7.15143989051244E-07,342.761381156308,-5.14071407434897,0,2207.9593716739,
43.9079345578819,24.5189760321103,384,0,1.94174883597709,1,4.2,2136.1202524409,100,22.3693989741756,0.714039524866385,71.4039524866385,66.5593454951506,100,0,0,1,0,1.51,0.5,80.2278949501823,-2.34840226716117E-08,2.39170382746539E-07,343.010363245222,-5.15551238865443,0,2207.96403952487,
44.051064952112,24.5394734663226,384.25,0,1.93967900712925,1,4.2,2143.08354363037,100,22.4423183889945,0.718702342005626,71.8702342005626,66.5592747982014,100,0,0,1,0,1.51,0.5,80.2278949501823,-7.82800755720391E-09,7.99853314295945E-08,343.259345334135,-5.17031070295988,0,2207.96870234201,
44.1935782143111,24.5599043004234,384.5,0,1.93761141039155,1,4.2,2150.01681135726,100,22.5149233988484,0.723360131623863,72.3360131623863,66.5592041774921,100,0,0,1,0,1.51,0.5,80.2278949501823,-2.6093358524013E-09,2.67486887848366E-08,343.508327423049,-5.18510901726533,0,2207.97336013162,
44.3354804868269,24.5802692501823,384.75,0,1.93554604296839,1,4.2,2156.9203544467,100,22.5872171330268,0.728012899999189,72.8012899999189,66.5591336329271,100,0,0,1,0,1.51,0.5,80.2278949501823,-8.69778617467101E-10,8.94507523051583E-09,343.757309511963,-5.19990733157079,0,2207.9780129,
44.4767778074816,24.6005690189029,385,0,1.93348290207592,1,4.2,2163.79446663861,100,22.659202667567,0.732660653383736,73.2660653383736,66.5590631644114,100,0,0,1,0,1.51,0.5,80.2278949501823,-2.89926205822367E-10,2.99126573256526E-09,344.006291600876,-5.21470564587624,0,2207.98266065338,
44.6174761120732,24.6208042977241,385.25,0,1.9314219849418,1,4.2,2170.63943670948,100,22.7308830265293,0.737303398004231,73.7303398004231,66.5589927718502,100,0,0,1,0,1.51,0.5,80.2278949501823,-9.66420686074557E-11,1.00026630206454E-09,344.25527368979,-5.2295039601817,0,2207.987303398,
44.7575812368012,24.6409757659115,385.5,0,1.92936328880497,1,4.2,2177.4555485903,100,22.802261183232,0.741941140062539,74.1941140062539,66.5589224551493,100,0,0,1,0,1.51,0.5,80.2278949501823,-3.22140228691519E-11,3.34476851652453E-10,344.504255778703,-5.24430227448715,0,2207.99194114006,
44.8970989206172,24.6610840911411,385.75,0,1.92730681091538,1,4.2,2184.24308148097,100,22.8733400614498,0.74657388573618,74.657388573618,66.5588522142147,100,0,0,1,0,1.51,0.5,80.2278949501823,-1.07380076230506E-11,1.11842385272687E-10,344.753237867617,-5.25910058879261,0,2207.99657388574,
45.0360348075055,24.681129929773,386,0,1.92525254853378,1,4.2,2191.00230996123,100,22.9441225365749,0.751201641178833,75.1201641178833,66.5587820489528,100,0,0,1,0,1.51,0.5,80.2278949501823,-3.57933587435021E-12,3.73970062452558E-11,345.002219956531,-5.27389890309806,0,2208.00120164118,
45.1743944486944,24.7011139271175,386.25,0,1.9232004989315,1,4.2,2197.73350409824,100,23.0146114367439,0.755824412520828,75.5824412520828,66.5587119592705,100,0,0,1,0,1.51,0.5,80.2278949501823,-1.19311195811674E-12,1.25042442640946E-11,345.251202045444,-5.28869721740352,0,2208.00582441252,
45.3121833048017,24.7210367176935,386.5,0,1.92115065939021,1,4.2,2204.43692955095,100,23.084809543931,0.760442205869612,76.0442205869611,66.5586419450749,100,0,0,1,0,1.51,0.5,80.2278949501823,-3.97703986038912E-13,4.18088659509676E-12,345.500184134358,-5.30349553170897,0,2208.01044220587,
45.4494067479165,24.7408989254787,386.75,0,1.91910302720173,1,4.2,2211.11284767141,100,23.1547195950084,0.765055027310207,76.5055027310207,66.5585720062735,100,0,0,1,0,1.51,0.5,80.2278949501823,-1.32567995346304E-13,1.39787964757166E-12,345.749166223271,-5.31829384601443,0,2208.01505502731,
45.5860700636199,24.7607011641524,387,0,1.91705759966782,1,4.2,2217.76151560306,100,23.2243442827758,0.769662882905654,76.9662882905654,66.5585021427742,100,0,0,1,0,1.51,0.5,80.2278949501823,-4.41893317821014E-14,4.67370995711772E-13,345.998148312185,-5.33309216031988,0,2208.01966288291,
45.7221784529464,24.7804440373315,387.25,0,1.91501437410001,1,4.2,2224.38318637612,100,23.2936862569596,0.774265778697436,77.4265778697436,66.5584323544851,100,0,0,1,0,1.51,0.5,80.2278949501823,-1.47297772607005E-14,1.56258782975918E-13,346.247130401099,-5.34789047462533,0,2208.0242657787,
45.8577370342882,24.8001281387994,387.5,0,1.91297334781936,1,4.2,2230.97810900029,100,23.3627481251832,0.778863720705898,77.8863720705898,66.5583626413147,100,0,0,1,0,1.51,0.5,80.2278949501823,-4.90992575356682E-15,5.22417772950836E-14,346.496112490012,-5.36268878893079,0,2208.02886372071,
45.9927508452444,24.8197540527281,387.75,0,1.91093451815632,1,4.2,2237.54652855468,100,23.4315324539091,0.783456714930639,78.3456714930639,66.5582930031718,100,0,0,1,0,1.51,0.5,80.2278949501823,-1.63664191785561E-15,1.74655551307355E-14,346.745094578926,-5.37748710323624,0,2208.03345671493,
46.1272248444176,24.8393223538942,388,0,1.90889788245053,1,4.2,2244.08868627522,100,23.500041769354,0.78804476735091,78.8044767350911,66.5582234399657,100,0,0,1,0,1.51,0.5,80.2278949501823,-5.45547305951869E-16,5.83899233769555E-15,346.994076667839,-5.3922854175417,0,2208.03804476735,
46.261163913159,24.8588336078887,388.25,0,1.90686343805067,1,4.2,2250.60481963955,100,23.5682785583779,0.792627883925986,79.2627883925986,66.5581539516056,100,0,0,1,0,1.51,0.5,80.2278949501823,-1.81849101983956E-16,1.9520214778482E-15,347.243058756753,-5.40708373184715,0,2208.04262788393,
46.3945728572634,24.8782883713203,388.5,0,1.90483118231424,1,4.2,2257.09516244952,100,23.6362452693482,0.797206070595528,79.7206070595528,66.5580845380014,100,0,0,1,0,1.51,0.5,80.2278949501823,-6.06163673279854E-17,6.52563179722492E-16,347.492040845667,-5.42188204615261,0,2208.0472060706,
46.5274564086179,24.8976871920136,388.75,0,1.90280111260749,1,4.2,2263.55994491134,100,23.7039443129786,0.801779333279942,80.1779333279942,66.5580151990631,100,0,0,1,0,1.51,0.5,80.2278949501823,-2.02054557759951E-17,2.18148351840256E-16,347.74102293458,-5.43668036045806,0,2208.05177933328,
46.659819226803,24.9170306092014,389,0,1.90077322630516,1,4.2,2269.99939371353,100,23.7713780631457,0.806347677880718,80.6347677880718,66.557945934701,100,0,0,1,0,1.51,0.5,80.2278949501823,-6.73515192533172E-18,7.29243911213947E-17,347.990005023494,-5.45147867476352,0,2208.05634767788,
46.7916659006501,24.9363191537117,389.25,0,1.8987475207904,1,4.2,2276.41373210265,100,23.838548857682,0.810911110280765,81.0911110280765,66.5578767448257,100,0,0,1,0,1.51,0.5,80.2278949501823,-2.24505064177724E-18,2.43772829320819E-17,348.238987112408,-5.46627698906897,0,2208.06091111028,
46.9230009497557,24.9555533481495,389.5,0,1.89672399345461,1,4.2,2282.803179957,100,23.9054589991477,0.815469636344731,81.5469636344731,66.5578076293482,100,0,0,1,0,1.51,0.5,80.2278949501823,-7.48350213925746E-19,8.14872194410021E-18,348.487969201321,-5.48107530337442,0,2208.06546963634,
47.0538288259538,24.9747337070733,389.75,0,1.89470264169727,1,4.2,2289.16795385822,100,23.9721107555806,0.82002326191932,82.002326191932,66.5577385881797,100,0,0,1,0,1.51,0.5,80.2278949501823,-2.49450071308582E-19,2.72386460396712E-18,348.736951290235,-5.49587361767988,0,2208.07002326192,
47.1841539147487,24.9938607371675,390,0,1.89268346292582,1,4.2,2295.50826716102,100,24.0385063612257,0.82457199283359,82.457199283359,66.5576696212315,100,0,0,1,0,1.51,0.5,80.2278949501823,-8.31500237695274E-20,9.10486372894065E-19,348.985933379148,-5.51067193198534,0,2208.07457199283,
47.313980536708,25.0129349374091,390.25,0,1.89066645455552,1,4.2,2301.82433006094,100,24.1046480172457,0.829115834899252,82.9115834899252,66.5576007284154,100,0,0,1,0,1.51,0.5,80.2278949501823,-2.77166745898424E-20,3.0433604963952E-19,349.234915468062,-5.52547024629079,0,2208.0791158349,
47.4433129488191,25.0319567992307,390.5,0,1.88865161400934,1,4.2,2308.11634966035,100,24.1705378924115,0.833654793910957,83.3654793910957,66.5575319096434,100,0,0,1,0,1.51,0.5,80.2278949501823,-9.23889152994748E-21,1.01724475518337E-19,349.483897556976,-5.54026856059625,0,2208.08365479391,
47.5721553458085,25.0509268066788,390.75,0,1.88663893871779,1,4.2,2314.38453003261,100,24.2361781237744,0.838188875646569,83.8188875646569,66.5574631648277,100,0,0,1,0,1.51,0.5,80.2278949501823,-3.07963050998249E-21,3.40008462039151E-20,349.732879645889,-5.5550668749017,0,2208.08818887565,
47.7005118614265,25.0698454365676,391,0,1.88462842611885,1,4.2,2320.6290722846,100,24.3015708173206,0.84271808586744,84.271808586744,66.5573944938808,100,0,0,1,0,1.51,0.5,80.2278949501823,-1.0265435033275E-21,1.13643942420752E-20,349.981861734803,-5.56986518920715,0,2208.09271808587,
47.8283865696974,25.0887131586292,391.25,0,1.8826200736578,1,4.2,2326.85017461753,100,24.3667180486086,0.847242430318669,84.7242430318669,66.5573258967154,100,0,0,1,0,1.51,0.5,80.2278949501823,-3.42181167775833E-22,3.79835233728307E-21,350.230843823716,-5.58466350351261,0,2208.09724243032,
47.9557834861372,25.1075304356596,391.5,0,1.88061387878714,1,4.2,2333.0480323862,100,24.4316218633887,0.851761914729358,85.1761914729358,66.5572573732445,100,0,0,1,0,1.51,0.5,80.2278949501823,-1.14060389258611E-22,1.26951163154007E-21,350.47982591263,-5.59946181781806,0,2208.10176191473,
48.0827065689393,25.1262977236607,391.75,0,1.87860983896645,1,4.2,2339.22283815663,100,24.4962842782078,0.856276544812858,85.6276544812858,66.5571889233814,100,0,0,1,0,1.51,0.5,80.2278949501823,-3.80201297528703E-23,4.24297711754302E-22,350.728808001544,-5.61426013212352,0,2208.10627654481,
48.2091597201293,25.1450154719786,392,0,1.87660795166232,1,4.2,2345.37478176231,100,24.5607072809974,0.860786326267012,86.0786326267013,66.5571205470395,100,0,0,1,0,1.51,0.5,80.2278949501823,-1.26733765842901E-23,1.41806895776899E-22,350.977790090457,-5.62905844642897,0,2208.11078632627,
48.3351467866898,25.1636841234387,392.25,0,1.87460821434818,1,4.2,2351.50405035887,100,24.6248928316469,0.865291264774389,86.5291264774389,66.5570522441326,100,0,0,1,0,1.51,0.5,80.2278949501823,-4.22445886143003E-24,4.73932783444186E-23,351.226772179371,-5.64385676073443,0,2208.11529126477,
48.4606715616568,25.1823041144769,392.5,0,1.87261062450426,1,4.2,2357.61082847745,100,24.6888428625617,0.869791366002507,86.9791366002507,66.5569840145745,100,0,0,1,0,1.51,0.5,80.2278949501823,-1.40815295381001E-24,1.58390444110523E-23,351.475754268284,-5.65865507503988,0,2208.119791366,
48.5857377851871,25.2008758752676,392.75,0,1.87061517961747,1,4.2,2363.69529807661,100,24.7525592792074,0.874286635604059,87.4286635604059,66.5569158582795,100,0,0,1,0,1.51,0.5,80.2278949501823,-4.6938431793667E-25,5.29339262822492E-24,351.724736357198,-5.67345338934534,0,2208.1242866356,
48.7103491455998,25.2193998298483,393,0,1.86862187718126,1,4.2,2369.75763859302,100,24.8160439606404,0.878777079217125,87.8777079217125,66.5568477751618,100,0,0,1,0,1.51,0.5,80.2278949501823,-1.56461439312223E-25,1.76901789940297E-24,351.973718446112,-5.68825170365079,0,2208.12877707922,
48.8345092803904,25.237876396241,393.25,0,1.86663071469559,1,4.2,2375.79802699075,100,24.8792987600242,0.883262702465383,88.3262702465383,66.5567797651362,100,0,0,1,0,1.51,0.5,80.2278949501823,-5.21538131040745E-26,5.91185009242265E-25,352.222700535025,-5.70305001795624,0,2208.13326270247,
48.9582217772199,25.2563059865709,393.5,0,1.86464168966679,1,4.2,2381.81663780947,100,24.9423255051339,0.887743510958314,88.7743510958314,66.5567118281174,100,0,0,1,0,1.51,0.5,80.2278949501823,-1.73846043680248E-26,1.97563969646869E-25,352.471682623939,-5.7178483322617,0,2208.13774351096,
49.0814901748792,25.2746890071817,393.75,0,1.86265479960751,1,4.2,2387.81364321128,100,25.0051259988468,0.892219510291395,89.2219510291395,66.5566439640205,100,0,0,1,0,1.51,0.5,80.2278949501823,-5.79486812267494E-27,6.6021486196875E-26,352.720664712853,-5.73264664656715,0,2208.14221951029,
49.2043179642295,25.2930258587482,394,0,1.86067004203657,1,4.2,2393.78921302652,100,25.067702019622,0.896690706046296,89.6690706046296,66.5565761727608,100,0,0,1,0,1.51,0.5,80.2278949501823,-1.93162270755831E-27,2.20625723216838E-26,352.969646801766,-5.74744496087261,0,2208.14669070605,
49.3267085891192,25.311316936386,394.25,0,1.85868741447894,1,4.2,2399.74351479836,100,25.1300553219676,0.901157103791068,90.1157103791068,66.5565084542537,100,0,0,1,0,1.51,0.5,80.2278949501823,-6.43874235852772E-28,7.37259484011181E-27,353.21862889068,-5.76224327517807,0,2208.15115710379,
49.4486654472785,25.3295626297587,394.5,0,1.85670691446562,1,4.2,2405.67671382631,100,25.1921876368959,0.905618709080324,90.5618709080324,66.5564408084148,100,0,0,1,0,1.51,0.5,80.2278949501823,-2.14624745284257E-28,2.46364446773564E-27,353.467610979593,-5.77704158948352,0,2208.15561870908,
49.5701918911923,25.3477633231821,394.75,0,1.85472853953358,1,4.2,2411.5889732087,100,25.2541006723687,0.910075527455416,91.0075527455416,66.5563732351601,100,0,0,1,0,1.51,0.5,80.2278949501823,-7.15415817614191E-29,8.23245219142604E-28,353.716593068507,-5.79183990378897,0,2208.16007552746,
49.6912912289513,25.3659193957261,395,0,1.85275228722566,1,4.2,2417.4804538841,100,25.3157961137306,0.914527564444611,91.4527564444611,66.5563057344056,100,0,0,1,0,1.51,0.5,80.2278949501823,-2.3847193920473E-29,2.75089483320939E-28,353.965575157421,-5.80663821809443,0,2208.16452756444,
49.8119667250833,25.3840312213145,395.25,0,1.85077815509049,1,4.2,2423.35131467171,100,25.3772756241327,0.91897482556326,91.897482556326,66.5562383060676,100,0,0,1,0,1.51,0.5,80.2278949501823,-7.94906464015768E-30,9.19205077904313E-29,354.214557246334,-5.82143653239988,0,2208.16897482556,
49.9322216013637,25.4020991688213,395.5,0,1.84880614068246,1,4.2,2429.20171231086,100,25.4385408449451,0.923417316313961,92.3417316313961,66.5561709500626,100,0,0,1,0,1.51,0.5,80.2278949501823,-2.64968821338589E-30,3.07145790350083E-29,354.463539335248,-5.83623484670534,0,2208.17341731631,
50.0520590376074,25.4201236021659,395.75,0,1.84683624156158,1,4.2,2435.03180149948,100,25.499593396161,0.927855042186718,92.7855042186718,66.5561036663071,100,0,0,1,0,1.51,0.5,80.2278949501823,-8.83229404461964E-31,1.02629098159817E-29,354.712521424161,-5.85103316101079,0,2208.17785504219,
50.1714821724411,25.4381048804051,396,0,1.84486845529347,1,4.2,2440.84173493172,100,25.5604348767895,0.932288008659102,93.2288008659102,66.5560364547182,100,0,0,1,0,1.51,0.5,80.2278949501823,-2.94409801487321E-31,3.42918027366607E-30,354.961503513075,-5.86583147531625,0,2208.18228800866,
