speed,elapsedTime,elapsedDistance,lateralAcceleration,longitudinalAcceleration,gear,gearRatio,engineSpeed,torque,power,downForce,dragForce,tractionControl,throttlePosition,brakePosition,cornerRadius,sectorIndex,maximumCornerSpeed,loadSensitiveLatGrip,loadSensitiveLongGrip,yawangle,yawvelocity,yawacceleration,xposition,yposition,trackelevation,fz,
Speed (linear),Time,Length,Acceleration (linear),Acceleration (linear),Unitless,Unitless,Speed (angular),Torque,Power,Force,Force,Ratio,Ratio,Ratio,Length,Unitless,Speed (linear),Unitless,Unitless,Angle,Speed (angular),Acceleration (angular),Length,Length,Length,Force,
km/h,s,m,m/s^2,m/s^2,-,-,rpm,N.m,kW,N,N,%,%,%,m,-,km/h,-,-,deg,rpm,deg/s^2,m,m,m,N,
64.5952851242133,17.8881894354221,292.5,14.482954786236,-0.366851371484419,1,4.2,3142.55949762631,100,32.9088061040388,1.54538920751052,154.538920751052,92.9566555206386,91.5739493209545,0,22.23,1,65.3507783913504,0.5,1.51,71.1917624427898,7.55962353858019,0.0225240493893273,260.390540155939,-19.242423426701,0,2208.79538920751,
64.5772199173827,17.9021223408697,292.75,14.4748550932799,-0.360162711744493,1,4.2,3141.68062562825,100,32.899602577997,1.54452493787334,154.452493787334,92.8708169280618,91.578661648262,0,22.23,1,65.3507783913504,0.5,1.51,71.8238504927933,7.56267533493852,0.0229373097033055,260.634091882712,-19.2961389717656,0,2208.79452493787,
64.5594752958773,17.9160591439893,293,14.4669013431375,-0.35367232262449,1,4.2,3140.81735010069,100,32.8905623778123,1.54367624091815,154.367624091815,92.7875837094476,91.5832890673749,0,22.23,1,65.3507783913504,0.5,1.51,72.4563729626357,7.56578132101922,0.0233380710758859,260.878052381684,-19.3471291159489,0,2208.79367624092,
64.5420420892843,17.9299997777364,293.25,14.4590893085161,-0.34736995999124,1,4.2,3139.9692249032,100,32.8816808315131,1.5428426655759,154.28426655759,92.7068191096137,91.5878340376933,0,22.23,1,65.3507783913504,0.5,1.51,73.0893314139987,7.56893990178065,0.0237267408257569,261.122391282702,-19.3953894768867,0,2208.79284266558,
64.5249115857128,17.9439441769352,293.5,14.4514149740093,-0.341246198307951,1,4.2,3139.13582620244,100,32.8729535007271,1.54202378338669,154.202378338669,92.6283973827303,91.592298895344,0,22.23,1,65.3507783913504,0.5,1.51,73.7227273622954,7.57214952993013,0.024103689879076,261.367078168701,-19.4409160106302,0,2208.79202378339,
64.508075496187,17.957892278186,293.75,14.4438745196881,-0.335292342006987,1,4.2,3138.31675073988,100,32.8643761625407,1.5412191867488,154.12191867488,92.5522025961447,91.5966858627268,0,22.23,1,65.3507783913504,0.5,1.51,74.3565622760702,7.5754087013161,0.0244692537925698,261.612082579474,-19.483705012147,0,2208.79121918675,
64.4915259227883,17.9718440197793,294,14.4364643064153,-0.329500348837139,1,4.2,3137.51161428193,100,32.8559447932692,1.54042848735173,154.042848735173,92.4781275961404,91.6009970570584,0,22.23,1,65.3507783913504,0.5,1.51,74.990837576432,7.57871595137936,0.0248237407802958,261.857374015453,-19.5237531157804,0,2208.79042848735,
64.475255330056,17.9857993416161,294.25,14.4291808626561,-0.323862763264538,1,4.2,3136.72005022853,100,32.8476555538859,1.53965131476886,153.965131476886,92.406073109624,91.605234498046,0,22.23,1,65.3507783913504,0.5,1.51,75.6255546364291,7.58206985130571,0.025167429536231,262.102921941484,-19.5610572956671,0,2208.78965131477,
64.4592565192284,17.9997581851351,294.5,14.4220208725963,-0.318372658360534,1,4.2,3135.94170836008,100,32.8395047768995,1.53888731518951,153.888731518951,92.3359469605286,91.6094001148,0,22.23,1,65.3507783913504,0.5,1.51,76.2607147804952,7.58546900527518,0.0255005775236224,262.348695790617,-19.5956148661117,0,2208.78888731519,
64.4435226049729,18.0137204932441,294.75,14.4149811654034,-0.313023584890359,1,4.2,3135.17625370525,100,32.8314889544986,1.53813615027321,153.813615027321,92.2676633835271,91.6134957520818,0,22.23,1,65.3507783913504,0.5,1.51,76.8963192838304,7.58891204733891,0.0258234182318061,262.594664967895,-19.6274234819204,0,2208.78813615027,
64.4280469943036,18.0276862102568,295,14.4080587054954,-0.307809526540761,1,4.2,3134.42336551539,100,32.8236047278112,1.53739749611118,153.739749611118,92.2011424206847,91.6175231759652,0,22.23,1,65.3507783913504,0.5,1.51,77.5323693718358,7.59239763913629,0.0261361675263801,262.840798854145,-19.6564811386908,0,2208.78739749611,
64.4128233674288,18.0416552818333,295.25,14.401250583697,-0.302724860405073,1,4.2,3133.68273633276,100,32.8158488771471,1.53667104228281,153.667104228281,92.1363093891252,91.6214840789818,0,22.23,1,65.3507783913504,0.5,1.51,78.1688662195017,7.59592446745254,0.0264390224935786,263.087066809774,-19.6827861730613,0,2208.78667104228,
64.3978456603076,18.0556276549253,295.5,14.3945540091829,-0.297764321989921,1,4.2,3132.95407114185,100,32.8082183131116,1.53595649099585,153.595649099585,92.0730944097568,91.6253800848083,0,22.23,1,65.3507783913504,0.5,1.51,78.8058109508337,7.59949124216373,0.0267321643834684,263.333438178569,-19.7063372629167,0,2208.785956491,
64.3831080487239,18.0696032777241,295.75,14.3879663021195,-0.292922974126654,1,4.2,3132.23708659467,100,32.8007100684911,1.53525355630135,153.525355630135,92.0114319887148,91.6292127525474,0,22.23,1,65.3507783913504,0.5,1.51,79.4432046382681,7.60309669444659,0.0270157606279312,263.579882291497,-19.7271334275524,0,2208.7852535563,
64.3686049337124,18.0835820996119,296,14.3814848869297,-0.288196179267562,1,4.2,3131.53151030165,100,32.7933212908287,1.53456196337494,153.456196337494,91.95126064449,91.6329835806461,0,22.23,1,65.3507783913504,0.5,1.51,80.0810483020692,7.60034566901551,-0.0206087974925016,263.826368470506,-19.7451740277958,0,2208.78456196337,
64.3543309281928,18.0975640711169,296.25,14.3751072861143,-0.283579574726879,1,4.2,3130.83708018143,100,32.786049235615,1.53388144785754,153.388144785754,91.8925225747947,91.636694010491,0,22.23,1,65.3507783913504,0.5,1.51,80.7193429097652,7.59801249898722,-0.0174745738773721,264.07286603233,-19.7604587660857,0,2208.78388144786,
64.3013927514671,18.1115844732022,296.5,14.3514669510755,-2.16401277672674,1,4.2,3128.26163880461,100,32.7590792765844,1.53135892954757,153.135892954757,91.8351633581131,0,26.2689600379444,22.23,1,65.3507783913504,1.51,0.5,81.3580893755402,7.5893143672842,-0.0649671968322883,264.319344292291,-19.7729876865092,0,2208.78135892955,
64.1921675661769,18.125629444894,296.75,14.3027522896297,-2.22093581037167,1,4.2,3122.94783544027,100,32.7034332578776,1.52616088031264,152.616088031264,91.7791316856231,0,27.4770511138127,22.23,1,65.3507783913504,1.51,0.5,81.9972885596834,7.58089818144833,-0.0627513489604009,264.565772568105,-19.7827611747959,0,2208.77616088031,
64.079872836067,18.1396997359559,297,14.2527549478742,-2.27649065760221,1,4.2,3117.48469877384,100,32.6462234244883,1.52082596395797,152.082596395797,91.7243791197981,0,28.6584850286038,22.23,1,65.3507783913504,1.51,0.5,82.636941267985,7.57233415426522,-0.0637387546222561,264.812120183682,-19.7897799582706,0,2208.77082596396,
63.9645616459199,18.1537960933549,297.25,14.2015056763282,-2.33078992575211,1,4.2,3111.87481137908,100,32.5874768210654,1.51535746168692,151.535746168692,91.6708598765147,0,29.8155286872681,22.23,1,65.3507783913504,1.51,0.5,83.2770482511695,7.56348143362237,-0.065765552874208,265.058356472934,-19.7940451057627,0,2208.76535746169,
63.8462813137839,18.167919262462,297.5,14.1490326913318,-2.38392874175579,1,4.2,3106.12047527821,100,32.5272175543295,1.50975838429587,150.975838429587,91.6185306279296,0,30.9500949379719,22.23,1,65.3507783913504,1.51,0.5,83.9176102043316,7.55429514682948,-0.0681140115306141,265.304450783575,-19.795558027474,0,2208.7597583843,
63.7250742502511,18.1820699881142,297.75,14.095362068415,-2.43598826988553,1,4.2,3100.22375374579,100,32.4654672308412,1.50403151414815,150.403151414815,91.5673503237586,0,32.0638139342254,22.23,1,65.3507783913504,1.51,0.5,84.5586277663482,7.54476212612611,-0.0705473074772493,265.550372480917,-19.7943204748035,0,2208.75403151415,
63.6009786441348,18.1962490155674,298,14.0405180564986,-2.48703837087618,1,4.2,3094.18650466694,100,32.4022453063278,1.49817943870063,149.817943870063,91.5172800289,0,33.1580870625999,22.23,1,65.3507783913504,1.51,0.5,85.2001015193234,7.53487951996041,-0.072988369690948,265.796090951675,-19.7903345401308,0,2208.7481794387,
63.4740290169182,18.2104570913619,298.25,13.9845233322523,-2.53713964531367,1,4.2,3088.0104075112,100,32.3375693681534,1.49220457764465,149.220457764465,91.468282775615,0,34.2341283706825,22.23,1,65.3507783913504,1.51,0.5,85.8420319880286,7.52464769332068,-0.0754130535085323,266.041575607755,-19.7836026565562,0,2208.74220457764,
63.344256676344,18.2246949641145,298.5,13.9273992084665,-2.58634502694528,1,4.2,3081.69698539972,100,32.2714553664053,1.48610920514021,148.610920514021,91.4203234287018,0,35.2929968603798,22.23,1,65.3507783913504,1.51,0.5,86.4844196393263,7.51406788569587,-0.0778146344563476,266.286795890051,-19.7741275975995,0,2208.73610920514,
63.211690091347,18.2389633852539,298.75,13.8691658065666,-2.63470104135929,1,4.2,3075.24762334568,100,32.2039178049075,1.47989546822389,147.989546822389,91.3733685622933,0,36.3356219912729,22.23,1,65.3507783913504,1.51,0.5,87.1272648816411,7.50314145159904,-0.0801920192691911,266.531721272231,-19.7619124768556,0,2208.72989546822,
63.0763552048228,18.2532631097067,299,13.8098422008025,-2.68224881204947,1,4.2,3068.66358347049,100,32.1349699005647,1.47356540219444,147.356540219444,91.327386347081,0,37.3628240594024,22.23,1,65.3507783913504,1.51,0.5,87.7705680643836,7.49186962471245,-0.0825458529084219,266.776321264524,-19.7469607476092,0,2208.72356540219,
62.9382756966882,18.2675948965453,299.25,13.7494465397955,-2.72902487314173,1,4.2,3061.9460178017,100,32.0646237173812,1.46712094358234,146.712094358234,91.2823464469038,0,38.3753306549196,22.23,1,65.3507783913504,1.51,0.5,88.4143294774275,7.48025345462173,-0.0848772383394723,267.020565417496,-19.7292762024062,0,2208.71712094358,
62.7974732067557,18.2819595096026,299.5,13.6879961497962,-2.77506183229855,1,4.2,3055.09597911582,100,31.9928902800065,1.46056394116785,146.056394116785,91.2382199237718,0,39.3737900818727,22.23,1,65.3507783913504,1.51,0.5,89.0585493505541,7.46829379845072,-0.0871873304589288,267.264423325828,-19.7088629725836,0,2208.71056394117,
62.6539675248037,18.2963577180615,299.75,13.6255076230234,-2.82038891619982,1,4.2,3048.1144301852,100,31.9197796705696,1.45389616540709,145.389616540709,91.1949791504984,0,40.3587823976253,22.23,1,65.3507783913504,1.51,0.5,89.7032278529281,7.45599132932318,-0.0894772122574752,267.507864632083,-19.6857255277576,0,2208.70389616541,
62.5077767536216,18.3107902970223,300,13.5619968937282,-2.86503242303525,1,4.2,3041.00225171025,100,31.8453011117432,1.44711931654837,144.711931654837,91.1525977302102,0,41.3308285676894,22.23,1,65.3507783913504,1.51,0.5,90.3483650925659,7.44334654893714,-0.0917478649635343,267.750859030473,-19.659868675269,0,2208.69711931655,
62.3589174496073,18.3252580280536,300.25,13.4974793040732,-2.90901610065521,1,4.2,3033.76024915944,100,31.7694630383734,1.44023503166183,144.023503166183,91.1110504220845,0,42.2903981142483,22.23,1,65.3507783913504,1.51,0.5,90.9939611158054,7.43035979995768,-0.0940001697561428,267.993376270612,-19.6312975595879,0,2208.69023503166,
62.2074047445712,18.3397616997298,300.5,13.4319696615036,-2.95236146476542,1,4.2,3026.38915869507,100,31.6922731595341,1.43324489076108,143.324489076108,91.0703130727363,0,43.237915550131,22.23,1,65.3507783913504,1.51,0.5,91.6400159068158,7.41703127792142,-0.09623491174545,268.235386161268,-19.6000176616752,0,2208.68324489076,
62.0532524516953,18.3543021081583,300.75,13.3654822889552,-2.99508806837429,1,4.2,3018.88965232821,100,31.6137385125085,1.42615042216068,142.615042216068,91.0303625527382,0,44.1737658255332,22.23,1,65.3507783913504,1.51,0.5,92.2865293870545,7.4033610412505,-0.0984527940633953,268.476858574108,-19.5660347983037,0,2208.67615042216,
61.896473158039,18.3688800574993,301,13.2980310690003,-3.03721373130814,1,4.2,3011.26234241909,100,31.533865509918,1.41895310718661,141.895310718661,90.9911766978131,0,45.0982989662052,22.23,1,65.3507783913504,1.51,0.5,92.933501414799,7.38934902075529,-0.10065444190167,268.717763447428,-19.5293551213368,0,2208.66895310719,
61.7370783055529,18.3834963604809,301.25,13.2296294828267,-3.07875473678634,1,4.2,3003.50778561839,100,31.4526599809949,1.41165438433554,141.165438433554,90.9527342542851,0,46.0118340448395,22.23,1,65.3507783913504,1.51,0.5,93.5809317846283,7.37499502742363,-0.102840415156062,268.958070789885,-19.4899851169655,0,2208.66165438434,
61.5750782622121,18.3981518389115,301.5,13.1602906447936,-3.11972600064744,1,4.2,2995.62648632793,100,31.3701272078228,1.40425565296205,140.425565296205,90.9150148284193,0,46.9146625989638,22.23,1,65.3507783913504,1.51,0.5,94.228820226962,7.36029875997009,-0.105011210394534,269.197750684211,-19.447931604905,0,2208.65425565296,
61.4104823846095,18.4128473241911,301.75,13.0900273331779,-3.1601412177296,1,4.2,2987.61889974579,100,31.2862719572246,1.39675827655942,139.675827655942,90.8779988393165,0,47.8070515865938,22.23,1,65.3507783913504,1.51,0.5,94.877166407549,7.34525981083132,-0.107167272200331,269.436773290924,-19.4032017375485,0,2208.64675827656,
61.2432990731223,18.4275836578241,302,13.0188520176268,-3.20001298905897,1,4.2,2979.48543455017,100,31.2010985088687,1.38916358568885,138.916358568885,90.8416674750636,0,48.6892459536543,22.23,1,65.3507783913504,1.51,0.5,95.5259699270424,7.32987767210598,-0.109308993719147,269.675108852029,-19.3558029990812,0,2208.63916358569,
61.07353582059,18.4423616919352,302.25,12.9467768837466,-3.2393529328285,1,4.2,2971.22645526759,100,31.1146106800677,1.38147288060329,138.147288060329,90.8060026518687,0,49.5614708735876,22.23,1,65.3507783913504,1.51,0.5,96.1752303205081,7.31415174056036,-0.111436723457786,269.912727694702,-19.3057432045519,0,2208.6314728806,
60.9011992552891,18.457182289789,302.5,12.8738138551938,-3.27817178161795,1,4.2,2962.84228436358,100,31.0268118476727,1.3736874336046,137.36874336046,90.7709869759366,0,50.4239337087689,22.23,1,65.3507783913504,1.51,0.5,96.8249470569747,7.29808132179562,-0.113550771319125,270.149600234974,-19.2530304989045,0,2208.6236874336,
60.7262951788728,18.4720463263164,302.75,12.7999746135783,-3.31647946787958,1,4.2,2954.33320408847,100,30.9377049674025,1.36580849116726,136.580849116726,90.736603707864,0,51.2768257347259,22.23,1,65.3507783913504,1.51,0.5,97.4751195390363,10.0832553098155,19.6220412573144,270.385696981395,-19.197673355968,0,2208.61580849117,
60.5488285998421,18.4869546886476,303,12.7252706164407,-3.35428519937182,1,4.2,2945.69945810574,100,30.8472925908948,1.35783727585669,135.783727585669,90.702836729354,0,52.1203236612092,22.23,1,65.3507783913504,1.51,0.5,98.1257471023539,3.10673371766812,-49.004687200823,270.620988538691,-19.1396805774063,0,2208.60783727586,
60.3688037630303,18.5018985757875,303.25,12.6497131135327,-2.66756284415086,1,4.2,2936.94125292647,100,30.7555768807287,1.34977498806639,134.977498806639,90.6696705120675,0,38.1865904630151,22.23,1,65.3507783913504,1.51,0.5,99.530006156301,3.58586115117886,3.3575004306843,270.855445611409,-19.079061291627,0,2208.59977498807,
60.2252942339365,18.5168789110242,303.5,-13.6988620642461,-2.71711625363882,1,4.2,2929.95951683247,100,30.6824643113213,1.34336520946823,134.336520946823,0,0,39.2554909268608,-20.43,1,62.6473373228425,1.51,0.5,98.8076527243846,-4.14499681650985,-54.0424189746658,271.092597359534,-19.0115036024567,0,2208.59336520947,
60.078762309453,18.5318966248184,303.75,-13.6322827746496,-2.76588021211817,1,4.2,2922.83074125535,100,30.6078119480474,1.33683617801324,133.683617801324,100,0,40.309377726209,-20.43,1,62.6473373228425,1.51,0.5,98.0858458984547,-6.70431787922239,-17.846356551508,271.330758307614,-18.9468932419128,0,2208.58683617801,
59.9292283987603,18.5469526555849,304,-13.5645066882655,-2.81388524944859,1,4.2,2915.55591910136,100,30.5316301885969,1.33018978387806,133.018978387806,98.2372021996352,0,41.348856454003,-20.43,1,62.6473373228425,1.51,0.5,97.3645867696083,-7.53954258907902,-5.80926862084142,271.569891984052,-18.8852424472362,0,2208.58018978388,
59.7767110043598,18.5620479504506,304.25,-13.4955523320324,-2.86115872907791,1,4.2,2908.1359505169,100,30.4539284592808,1.32342784388843,132.342784388843,97.6059873807379,0,42.3744687830743,-20.43,1,62.6473373228425,1.51,0.5,96.6438763288432,-7.79982053809098,-1.80561183641104,271.809961768923,-18.8265630043704,0,2208.57342784389,
59.6212268795372,18.5771834659953,304.5,-13.4254375623979,-2.90772526625361,1,4.2,2900.571650549,100,30.3747152952519,1.31655210911898,131.655210911898,97.1401089377227,0,43.3867009270165,-20.43,1,62.6473373228425,1.51,0.5,95.9237154676951,-7.86820418332977,-0.473133443152699,272.050930899554,-18.7708662461649,0,2208.56655210912,
59.4627911640548,18.5923601689802,304.75,-13.3541796325755,-2.9536070786187,1,4.2,2892.86375574685,100,30.2939984096349,1.30956427148889,130.956427148889,96.7602768328277,0,44.385990731093,-20.43,1,62.6473373228425,1.51,0.5,95.2041049789301,-7.87238013086156,-0.0288141767918079,272.292762476138,-18.7181630506463,0,2208.55956427149,
59.3014175015369,18.6075790370665,305,-13.2817952512176,-2.99882428207019,1,4.2,2885.01292987253,100,30.2117847533303,1.3024659695154,130.24659695154,96.4355244069054,0,45.3727336543662,-20.43,1,62.6473373228425,1.51,0.5,94.4850455572038,-7.85491290533706,0.120190514114955,272.53541946735,-18.6684638393605,0,2208.55246596952,
59.1371181413502,18.6228410595311,305.25,-13.2083006338416,-3.04339514195846,1,4.2,2877.01976885751,100,30.1280805669179,1.29525879335704,129.525879335704,96.1499018466315,0,46.3472878474121,-20.43,1,62.6473373228425,1.51,0.5,93.766537799795,-7.82999287999035,0.170987754600304,272.778864716005,-18.6217785757825,0,2208.54525879336,
58.9699040272593,18.6381472379792,305.5,-13.1337115481053,-3.08733628758548,1,4.2,2868.88480511576,100,30.0428914258235,1.2879442892534,128.79442892534,95.8939090783442,0,47.3099784869557,-20.43,1,62.6473373228425,1.51,0.5,93.0485822073304,-7.80235225932563,0.189107884583183,273.023060944715,-18.5781167637981,0,2208.53794428925,
58.7997848747303,18.653498587059,305.75,-13.0580433538285,-3.13066289633769,1,4.2,2860.60851130453,100,29.9562222797025,1.28052396344984,128.052396344984,95.6613453019471,0,48.261101495854,-20.43,1,62.6473373228425,1.51,0.5,92.331179184511,-7.77357041214367,0.196336359307512,273.267970761577,-18.5374874462538,0,2208.53052396345,
58.626769238428,18.6688961351809,306,-12.981311038505,-3.17338885253731,1,4.2,2852.19130360812,100,29.8680774868265,1.27299928567996,127.299928567996,95.4478981248913,0,49.200926751449,-20.43,1,62.6473373228425,1.51,0.5,91.6143290408905,-7.74417565354511,0.199915720209369,273.513556665876,-18.4998992035784,0,2208.52299928568,
58.4508645711891,18.6843409252429,306.25,-12.9035292489239,-3.21552688512035,1,4.2,2843.63354460689,100,29.7784608441284,1.26537169226648,126.537169226648,95.2504249985225,0,50.1297008655364,-20.43,1,62.6473373228425,1.51,0.5,90.8980319916329,-7.71434584324716,0.202253990965119,273.759781053801,-18.4653601524745,0,2208.51537169227,
58.2720772755427,18.6998340153659,306.5,-12.8247123194181,-3.25708868748406,1,4.2,2834.93554578379,100,29.6873756134497,1.25764258889142,125.764258889142,95.0665521132423,0,51.047649603663,-20.43,1,62.6473373228425,1.51,0.5,90.1822881583236,-7.68414192149776,0.204152126149861,274.006606224181,-18.4338779446808,0,2208.50764258889,
58.0904127486766,18.71537647964,306.75,-12.7448742971771,-3.2980850222409,1,4.2,2826.09756971189,100,29.5948245444495,1.24981335307837,124.981335307837,94.894434496063,0,51.9549799991924,-20.43,1,62.6473373228425,1.51,0.5,89.467097569746,-7.65358575774312,0.20587687572277,274.253994384232,-18.4054597658051,0,2208.49981335308,
57.9058754216047,18.7309694088847,307,-12.6640289649934,-3.33852581313344,1,4.2,2817.11983195996,100,29.5008098945584,1.24188533642311,124.188533642311,94.732604555734,0,52.8518822077887,-20.43,1,62.6473373228425,1.51,0.5,88.7524601627269,-7.62268610252382,0.207517412352944,274.501907655323,-18.380112334229,0,2208.49188533642,
57.7184687931767,18.7466139114249,307.25,-12.5821898617566,-3.37842022597768,1,4.2,2808.00250274697,100,29.4053334463055,1.2338598666033,123.38598666033,94.5798722109389,0,53.7385311401293,-20.43,1,62.6473373228425,1.51,0.5,88.038375782948,-7.591447240458,0.209103867466501,274.750308078747,-18.3578419000828,0,2208.4838598666,
57.5281954594707,18.7623111138854,307.5,-12.4993703009639,-3.41777674018987,1,4.2,2798.74570837207,100,29.3083965222922,1.22573824919373,122.573824919373,94.4352566274266,0,54.6150879043242,-20.43,1,62.6473373228425,1.51,0.5,87.3248441857892,-7.5598718765382,0.210646730575133,274.999157621516,-18.3386542442931,0,2208.47573824919,
57.3350571390298,18.7780621620051,307.75,-12.4155833874772,-3.45660321219806,1,4.2,2789.34953244236,100,29.2099999980501,1.21752176930956,121.752176930956,94.2979381342364,0,55.4817010843776,-20.43,1,62.6473373228425,1.51,0.5,86.6118650371973,-7.52796209963546,0.2121499469623,275.248418182154,-18.322554677701,0,2208.46752176931,
57.1390546943371,18.7938682214728,308,-12.3308420327256,-3.49490693183295,1,4.2,2779.81401691761,100,29.110144312981,1.2092116930972,120.92116930972,94.1672234746198,0,56.3385078768382,-20.43,1,62.6473373228425,1.51,0.5,85.8994379145282,-7.49571970524684,0.213615268988648,275.498051596511,-18.3095480402522,0,2208.4592116931,
56.9401881498617,18.8097304787888,308.25,-12.2451589685257,-3.53269467262205,1,4.2,2770.13916298827,100,29.0088294795511,1.2008092690895,120.08092690895,94.0425201326039,0,57.1856351043341,-20.43,1,62.6473373228425,1.51,0.5,85.1875623074407,-7.46314630392664,0.215043706687313,275.748019643581,-18.2996387002589,0,2208.45080926909,
56.7384567069638,18.8256501421517,308.5,-12.1585467596672,-3.56997273677139,1,4.2,2760.32493180051,100,28.906055090884,1.19231572944,119.231572944,93.923316996138,0,58.0232001218509,-20.43,1,62.6473373228425,1.51,0.5,84.476237618766,-7.43024335841917,0.21643600858332,275.998284051331,-18.2928305537339,0,2208.44231572944,
56.5338587559009,18.8416284423744,308.75,-12.0710178153955,-3.60674699550235,1,4.2,2750.37124504037,100,28.8018203268782,1.18373229104894,118.373229104894,93.8091695442159,0,58.8513116292569,-20.43,1,62.6473373228425,1.51,0.5,83.7654631654078,-7.39701219659628,0.217792824013878,276.248806502537,-18.2891270237965,0,2208.43373229105,
56.3263918851441,18.8576666338308,309,-11.9825843999037,-3.64302292531451,1,4.2,2740.27798538705,100,28.6961239589526,1.17506015659216,117.506015659216,93.6996883280189,0,59.6700704016178,-20.43,1,62.6473373228425,1.51,0.5,83.0552381792442,-7.36345401622125,0.219114757463797,276.499548640626,-18.2885310601503,0,2208.42506015659,
56.1160528881812,18.8737659954363,309.25,-11.8932586419343,-3.6788056406645,1,4.2,2730.04499684375,100,28.588964353513,1.16630051546265,116.630051546265,93.5945298928005,0,60.4795699472028,-20.43,1,62.6473373228425,1.51,0.5,82.3455618080326,-7.32956988672693,0.220402387997537,276.750472075525,-18.2910451386336,0,2208.41630051546,
55.9028377679537,18.8899278316633,309.5,-11.8030525435776,-3.71409992348254,1,4.2,2719.67208495366,100,28.4803394742122,1.15745454463339,115.745454463339,93.49338953676,0,61.2798971017088,-20.43,1,62.6473373228425,1.51,0.5,81.636433116321,-7.29536074996806,0.221656275557765,277.001538389517,-18.2966712608418,0,2208.40745454463,
55.6867417390556,18.9061534735953,309.75,-11.7119779883443,-3.74891024989119,1,4.2,2709.15901690687,100,28.3702468830706,1.14852340944899,114.852340944899,93.3959954720897,0,62.0711325660672,-20.43,1,62.6473373228425,1.51,0.5,80.9278510863821,-7.26082742015167,0.222876965792607,277.252709143096,-18.3054109538222,0,2208.39852340945,
55.467759227796,18.9224442800219,310,-11.6200467485812,-3.7832408144422,1,4.2,2698.5055215434,100,28.2586837405074,1.13950826435287,113.950826435287,93.3021040700156,0,62.853351394215,-20.43,1,62.6473373228425,1.51,0.5,80.2198146191233,-7.22597058380488,0.224064989226366,277.503945880831,-18.3172652698411,0,2208.38950826435,
55.2458838702112,18.9388016385777,310.25,-11.5272704922895,-3.81709555214619,1,4.2,2687.71128925652,100,28.1456468043288,1.13041025355587,113.041025355587,93.211495953612,0,63.6266234363792,-20.43,1,62.6473373228425,1.51,0.5,79.5123225350423,-7.19079079901712,0.225220865311961,277.755210137231,-18.3322347862234,0,2208.38041025356,
55.0211085080947,18.9552269669267,310.5,-11.4336607893996,-3.85047815853434,1,4.2,2676.77597179964,100,28.0311324277047,1.12123051165168,112.123051165168,93.1239727606908,0,64.3910137427083,-20.43,1,62.6473373228425,1.51,0.5,78.8053735751384,-7.15528849485333,0.226345100640668,278.006463442605,-18.3503196052644,0,2208.37123051165,
54.7934251830979,18.971721713998,310.75,-11.3392291175519,-3.88339210796191,1,4.2,2665.69918199921,100,27.9151365561634,1.11197016418361,111.197016418361,93.039354441478,0,65.1465829314824,-20.43,1,62.6473373228425,1.51,0.5,78.0989664018732,-7.11946397018888,0.227438191923349,278.257667328935,-18.3715193542146,0,2208.36197016418,
54.562825128939,18.9882873612733,311,-11.2439868674244,-3.91584067033678,1,4.2,2654.48049337578,100,27.7976547236225,1.1026303281671,110.26303281671,92.9574769869267,0,65.8933875256052,-20.43,1,62.6473373228425,1.51,0.5,77.3930996001068,-7.08331739254204,0.228500625221034,278.508783335738,-18.3958331853361,0,2208.35263032817,
54.3292987617476,19.0049254241309,311.25,-11.1479453476461,-3.94782692643462,1,4.2,2643.11943967422,100,27.6786820474696,1.09321211257156,109.321211257156,92.8781905066703,0,66.6314802606373,-20.43,1,62.6473373228425,1.51,0.5,76.6877716780519,-7.04684879658316,0.229532877177719,278.75977301593,-18.423259776032,0,2208.34321211257,
54.0928356685568,19.0216374532504,311.5,-11.0511157893314,-3.97935378194283,1,4.2,2631.61551430388,100,27.5582132227,1.08371661876499,108.3716618765,92.801357593029,0,67.3609103672392,-20.43,1,62.6473373228425,1.51,0.5,75.9829810682221,-7.0100580823715,0.23053541585934,279.010597941693,-18.4537973290483,0,2208.33371661876,
53.8534245939462,19.0384250360809,311.75,-10.953509350265,-4.01042398035878,1,4.2,2619.96816968875,100,27.4362425151109,1.07414494092439,107.414494092439,92.7268519207108,0,68.0817238305597,-20.43,1,62.6473373228425,1.51,0.5,75.2787261283765,-6.97294501354248,0.231508700135843,279.26121971033,-18.4874435727476,0,2208.32414494092,
53.6110534248256,19.0552897983776,312,-10.8551371187656,-4.04104011485374,1,4.2,2608.17681652719,100,27.3127637535502,1.06449816641463,106.449816641463,92.6545570420031,0,68.7939636288125,-20.43,1,62.6473373228425,1.51,0.5,74.5750051424922,-6.93550921497154,0.232453181972179,279.511599950123,-18.5241957614559,0,2208.31449816641,
53.3657091733401,19.0722334058108,312.25,-10.7560101172534,-4.07120463920093,1,4.2,2596.24082296031,100,27.1877703212067,1.05477737613834,105.477737613834,92.5843653451096,0,69.4976699530315,-20.43,1,62.6473373228425,1.51,0.5,73.871816321699,-6.89775017053278,0.233369304781398,279.761700326185,-18.5640506758808,0,2208.30477737614,
53.1173779578672,19.089257565653,312.5,-10.6561393055439,-4.10091987785567,1,4.2,2584.1595136474,100,27.0612551459294,1.04498364485886,104.498364485886,92.5161771494282,0,70.1928804097742,-20.43,1,62.6473373228425,1.51,0.5,73.1691578052517,-6.85966722028133,0.234257505893353,280.011482546304,-18.6070046236029,0,2208.29498364486,
