elapsedDistance,brakePosition,engineSpeed,torque
Length,Percentage,Speed (angular),Torque
m,%,rpm,N.m
248.75,0,3125.382739,100
249,0,3124.636367,100
249.25,0,3123.902237,100
249.5,0,3123.180052,100
249.75,0,3122.469528,100
250,0,3121.770392,100
250.25,0,3121.082382,100
250.5,0,3120.405244,100
250.75,0,3119.738736,100
251,0,3119.082621,100
251.25,0,3118.436673,100
251.5,0,3117.800673,100
251.75,0,3117.174409,100
252,0,3116.557677,100
252.25,0,3115.950278,100
252.5,0,3115.35202,100
252.75,0,3114.762719,100
253,0,3114.182193,100
253.25,0,3113.610269,100
253.5,0,3113.046777,100
253.75,0,3112.491552,100
254,0,3111.944436,100
254.25,0,3111.405272,100
254.5,0,3110.873912,100
254.75,0,3110.350207,100
255,0,3109.834016,100
255.25,0,3109.325199,100
255.5,0,3108.823623,100
255.75,0,3108.329156,100
256,0,3107.84167,100
256.25,0,3107.361039,100
256.5,0,3106.887144,100
256.75,0,3106.419865,100
257,0,3105.959086,100
257.25,0,3105.504696,100
257.5,0,3105.056583,100
257.75,0,3104.614642,100
258,0,3104.178766,100
258.25,0,3103.748854,100
258.5,0,3103.324806,100
258.75,0,3102.906524,100
259,0,3102.493913,100
259.25,0,3102.086879,100
259.5,0,3101.685331,100
259.75,0,3101.289181,100
260,0,3100.89834,100
260.25,0,3100.512723,100
260.5,0,3100.132247,100
260.75,0,3099.75683,100
261,0,3099.386392,100
261.25,0,3099.020855,100
261.5,0,3098.660141,100
261.75,0,3098.304177,100
262,0,3097.952887,100
262.25,0,3097.606201,100
262.5,0,3097.264046,100
262.75,0,3096.926355,100
263,0,3096.593059,100
263.25,0,3096.264091,100
263.5,0,3095.939387,100
263.75,0,3095.618881,100
264,0,3095.302512,100
264.25,0,3094.990218,100
264.5,0,3094.681937,100
264.75,0,3094.377612,100
265,0,3098.322645,100
265.25,0,3102.258459,100
265.5,0,3106.185094,100
265.75,0,3110.10259,100
266,0,3114.010984,100
266.25,0,3117.910316,100
266.5,0,3121.800624,100
266.75,0,3125.681947,100
267,0,3129.554322,100
267.25,0,3133.417787,100
267.5,0,3137.272379,100
267.75,0,3141.118136,100
268,0,3144.955095,100
268.25,0,3148.783291,100
268.5,0,3152.602761,100
268.75,0,3156.413542,100
269,0,3160.215669,100
269.25,0,3164.009178,100
269.5,0,3167.794103,100
269.75,0,3171.570481,100
270,0,3175.338346,100
270.25,0,3179.097733,100
270.5,0,3182.848675,100
270.75,0,3186.591208,100
271,0,3190.325365,100
271.25,0,3194.051179,100
271.5,0,3197.768684,100
271.75,0,3201.477914,100
272,0,3205.178901,100
272.25,0,3208.871679,100
272.5,0,3212.556279,100
272.75,0,3216.232734,100
273,0,3219.901076,100
273.25,0,3223.561337,100
273.5,0,3227.21355,100
273.75,0,3230.857744,100
274,0,3234.493952,100
274.25,0,3238.122205,100
274.5,0,3241.742533,100
274.75,0,3245.354967,100
275,0,3248.959538,100
275.25,0,3252.556277,100
275.5,0,3256.145212,100
275.75,0,3259.726374,100
276,0,3263.299793,100
276.25,0,3266.865498,100
276.5,0,3270.423518,100
276.75,0,3273.973884,100
277,0,3277.516622,100
277.25,0,3281.051764,100
277.5,0,3284.579336,100
277.75,0,3288.099367,100
278,0,3291.611887,100
278.25,0,3295.116922,100
278.5,0,3298.6145,100
278.75,0,3302.10465,100
279,0,3305.587398,100
279.25,0,3309.062773,100
279.5,0,3312.530801,100
279.75,0,3315.991509,100
280,0,3319.444925,100
280.25,0,3322.891074,100
280.5,0,3326.329984,100
280.75,0,3329.761681,100
281,0,3333.186191,100
281.25,0,3336.60354,100
281.5,0,3340.013755,100
281.75,0,3343.41686,100
282,0,3346.812881,100
282.25,100,3344.481004,100
282.5,100,3330.951301,100
282.75,100,3317.380833,100
283,100,3303.769078,100
283.25,100,3290.115506,100
283.5,100,3276.419576,100
283.75,100,3262.680735,100
284,100,3248.898421,100
284.25,100,3235.07206,100
284.5,100,3221.201065,100
284.75,100,3207.284837,100
285,100,3193.322767,100
285.25,0,3179.314232,100
285.5,0,3177.145025,100
285.75,0,3175.285844,100
286,0,3173.539598,100
286.25,0,3171.87723,100
286.5,0,3170.283622,100
286.75,0,3168.749092,100
287,0,3167.26676,100
287.25,0,3165.831413,100
287.5,0,3164.438922,100
287.75,0,3163.085918,100
288,0,3161.769581,100
288.25,0,3160.48751,100
288.5,0,3159.237623,100
288.75,0,3158.018099,100
289,0,3156.827324,100
289.25,0,3155.663858,100
289.5,0,3154.526403,100
289.75,0,3153.413782,100
290,0,3152.324925,100
290.25,0,3151.258848,100
290.5,0,3150.214648,100
290.75,0,3149.191489,100
291,0,3148.188597,100
291.25,0,3147.205248,100
291.5,0,3146.24077,100
291.75,0,3145.294531,100
292,0,3144.365939,100
292.25,0,3143.454436,100
292.5,0,3142.559498,100
292.75,0,3141.680626,100
293,0,3140.81735,100
293.25,0,3139.969225,100
293.5,0,3139.135826,100
293.75,0,3138.316751,100
294,0,3137.511614,100
294.25,0,3136.72005,100
294.5,0,3135.941708,100
294.75,0,3135.176254,100
295,0,3134.423366,100
295.25,0,3133.682736,100
295.5,0,3132.954071,100
295.75,0,3132.237087,100
296,0,3131.53151,100
296.25,0,3130.83708,100
296.5,26.26896004,3128.261639,100
296.75,27.47705111,3122.947835,100
297,28.65848503,3117.484699,100
297.25,29.81552869,3111.874811,100
297.5,30.95009494,3106.120475,100
297.75,32.06381393,3100.223754,100
298,33.15808706,3094.186505,100
298.25,34.23412837,3088.010408,100
298.5,35.29299686,3081.696985,100
298.75,36.33562199,3075.247623,100
299,37.36282406,3068.663583,100
299.25,38.37533065,3061.946018,100
299.5,39.37379008,3055.095979,100
299.75,40.3587824,3048.11443,100
300,41.33082857,3041.002252,100
300.25,42.29039811,3033.760249,100
300.5,43.23791555,3026.389159,100
300.75,44.17376583,3018.889652,100
301,45.09829897,3011.262342,100
301.25,46.01183404,3003.507786,100
301.5,46.9146626,2995.626486,100
301.75,47.80705159,2987.6189,100
302,48.68924595,2979.485435,100
302.25,49.56147087,2971.226455,100
302.5,50.42393371,2962.842284,100
302.75,51.27682573,2954.333204,100
303,52.12032366,2945.699458,100
303.25,38.18659046,2936.941253,100
303.5,39.25549093,2929.959517,100
303.75,40.30937773,2922.830741,100
304,41.34885645,2915.555919,100
304.25,42.37446878,2908.135951,100
304.5,43.38670093,2900.571651,100
304.75,44.38599073,2892.863756,100
305,45.37273365,2885.01293,100
305.25,46.34728785,2877.019769,100
305.5,47.30997849,2868.884805,100
305.75,48.2611015,2860.608511,100
306,49.20092675,2852.191304,100
306.25,50.12970087,2843.633545,100
306.5,51.0476496,2834.935546,100
306.75,51.95498,2826.09757,100
307,52.85188221,2817.119832,100
307.25,53.73853114,2808.002503,100
307.5,54.6150879,2798.745708,100
307.75,55.48170108,2789.349532,100
308,56.33850788,2779.814017,100
308.25,57.1856351,2770.139163,100
308.5,58.02320012,2760.324932,100
308.75,58.85131163,2750.371245,100
309,59.6700704,2740.277985,100
309.25,60.47956995,2730.044997,100
309.5,61.2798971,2719.672085,100
309.75,62.07113257,2709.159017,100
310,62.85335139,2698.505522,100
310.25,63.62662344,2687.711289,100
310.5,64.39101374,2676.775972,100
310.75,65.14658293,2665.699182,100
311,65.89338753,2654.480493,100
311.25,66.63148026,2643.11944,100
311.5,67.36091037,2631.615514,100
311.75,68.08172383,2619.96817,100
312,68.79396363,2608.176817,100
312.25,69.49766995,2596.240823,100
312.5,70.19288041,2584.159514,100
312.75,70.87963021,2571.932169,100
313,71.55795233,2559.558023,100
313.25,72.22787771,2547.036264,100
313.5,72.88943534,2534.36603,100
313.75,73.54265245,2521.546414,100
314,74.18755463,2508.576452,100
314.25,74.82416592,2495.455131,100
314.5,75.45250896,2482.181383,100
314.75,76.07260507,2468.754082,100
315,76.68447435,2455.172045,100
315.25,77.28813576,2441.434029,100
315.5,77.88360723,2427.538725,100
315.75,78.47090573,2413.484761,100
316,79.05004733,2399.270695,100
316.25,79.62104728,2384.895016,100
316.5,80.18392007,2370.356137,100
316.75,80.73867951,2355.652394,100
317,81.28533875,2340.782042,100
317.25,81.82391037,2325.743253,100
317.5,82.3544064,2310.534106,100
317.75,0,2295.152592,100
318,0,2293.273194,100
318.25,0,2291.393795,100
318.5,0,2289.984587,100
318.75,0,2288.727454,100
319,0,2287.57992,100
319.25,0,2286.519822,100
319.5,0,2285.532986,100
319.75,0,2284.609369,100
320,0,2283.741389,100
320.25,0,2282.923075,100
320.5,0,2282.149571,100
320.75,0,2281.416841,100
321,0,2280.721462,100
321.25,0,2280.060489,100
321.5,0,2279.431358,100
321.75,0,2278.831813,100
322,0,2278.259853,100
322.25,0,2277.713686,100
322.5,0,2277.191703,100
322.75,0,2276.692445,100
323,0,2276.214585,100
323.25,0,2275.756911,100
323.5,0,2275.318313,100
323.75,0,2274.897765,100
324,0,2274.494324,100
324.25,0,2274.107114,100
324.5,0,2273.735321,100
324.75,0,2273.378189,100
325,0,2273.035011,100
325.25,0,2272.705127,100
325.5,0,2272.387917,100
325.75,0,2272.082802,100
326,0,2271.789236,100
326.25,0,2271.506704,100
326.5,0,2271.234723,100
326.75,0,2270.972836,100
327,0,2270.72061,100
327.25,0,2270.477636,100
327.5,0,2270.243529,100
327.75,0,2270.017919,100
328,0,2269.80046,100
328.25,0,2269.59082,100
328.5,0,2269.388684,100
328.75,0,2269.193753,100
329,0,2272.797417,100
329.25,0,2276.369011,100
329.5,0,2279.908715,100
329.75,0,2283.416709,100
330,0,2286.893172,100
330.25,0,2290.338282,100
330.5,0,2293.752217,100
330.75,0,2297.135151,100
331,0,2300.487259,100
331.25,0,2303.808716,100
331.5,0,2307.099695,100
331.75,0,2310.360367,100
332,0,2313.590904,100
332.25,0,2316.791478,100
332.5,0,2319.962256,100
332.75,0,2323.103409,100
333,0,2326.215105,100
333.25,0,2329.297512,100
333.5,0,2332.350795,100
333.75,0,2335.375122,100
334,0,2338.370658,100
334.25,0,2341.337568,100
334.5,0,2344.276016,100
334.75,0,2347.186166,100
335,0,2350.068182,100
335.25,0,2352.922226,100
335.5,0,2355.74846,100
335.75,0,2358.547045,100
336,0,2361.318144,100
336.25,0,2364.061917,100
336.5,0,2366.778525,100
336.75,0,2369.468126,100
337,0,2372.130881,100
337.25,0,2374.766948,100
337.5,0,2377.376487,100
337.75,0,2379.959656,100
338,0,2382.516613,100
338.25,0,2385.047515,100
338.5,0,2387.55252,100
338.75,0,2390.031786,100
339,0,2392.485468,100
339.25,0,2394.913723,100
339.5,0,2397.316708,100
339.75,0,2399.694579,100
340,0,2402.047491,100
340.25,0,2404.375601,100
340.5,0,2406.679062,100
340.75,0,2410.918345,100
341,0,2415.132283,100
341.25,0,2419.321008,100
341.5,0,2423.484653,100
341.75,0,2427.623348,100
342,0,2431.737221,100
342.25,0,2435.8264,100
342.5,0,2439.891012,100
342.75,0,2443.931183,100
343,0,2447.947036,100
343.25,0,2451.938696,100
343.5,0,2455.906284,100
343.75,0,2459.849921,100
344,0,2463.769729,100
344.25,0,2467.665825,100
344.5,0,2471.538329,100
344.75,0,2475.387357,100
345,0,2479.213025,100
345.25,0,2483.01545,100
345.5,0,2486.794745,100
345.75,0,2490.551024,100
346,0,2494.284399,100
346.25,0,2497.994982,100
346.5,0,2501.682885,100
346.75,0,2505.348217,100
347,0,2508.991087,100
347.25,0,2512.611604,100
347.5,0,2516.209875,100
347.75,0,2519.786008,100
348,0,2523.340108,100
348.25,0,2526.872281,100
348.5,0,2530.382631,100
348.75,0,2533.871263,100
349,0,2537.338279,100
349.25,0,2540.783783,100
349.5,0,2544.207875,100
349.75,0,2547.610657,100
350,0,2550.992229,100
350.25,0,2554.352692,100
350.5,0,2557.692144,100
350.75,0,2561.010684,100
351,0,2564.30841,100
351.25,0,2567.585419,100
351.5,0,2570.841809,100
351.75,0,2574.077674,100
352,0,2577.293112,100
352.25,0,2580.488217,100
352.5,0,2583.663083,100
352.75,0,2586.817804,100
353,0,2589.952475,100
353.25,0,2593.067187,100
353.5,0,2596.162033,100
353.75,0,2599.237106,100
354,0,2602.292496,100
354.25,0,2605.328294,100
354.5,0,2608.344591,100
354.75,0,2611.341477,100
355,0,2614.319042,100
355.25,0,2617.277374,100
355.5,0,2620.216561,100
355.75,0,2623.136694,100
356,0,2626.037858,100
356.25,0,2628.920141,100
356.5,0,2631.783631,100
356.75,0,2634.628413,100
357,0,2637.454575,100
357.25,0,2640.262201,100
357.5,0,2643.051377,100
357.75,0,2645.822188,100
358,0,2648.574718,100
358.25,0,2651.309052,100
358.5,0,2654.025274,100
358.75,67.25088476,2646.133706,100
359,67.96682464,2634.550981,100
359.25,68.674318,2622.826334,100
359.5,69.37340514,2610.959158,100
359.75,70.06412378,2598.948802,100
360,70.74650929,2586.794574,100
360.25,71.42059483,2574.495737,100
360.5,72.08641153,2562.051509,100
360.75,72.74398861,2549.461061,100
361,73.39335353,2536.723517,100
361.25,74.03453212,2523.837952,100
361.5,74.66754871,2510.803389,100
361.75,75.29242618,2497.6188,100
362,75.90918613,2484.283103,100
362.25,76.51784895,2470.795157,100
362.5,77.11843389,2457.153767,100
362.75,77.71095917,2443.357673,100
363,78.29544204,2429.405555,100
363.25,78.87189886,2415.296029,100
363.5,79.44034517,2401.027639,100
363.75,80.00079575,2386.598861,100
364,80.55326467,2372.008096,100
364.25,81.09776538,2357.253668,100
364.5,81.63431072,2342.33382,100
364.75,82.162913,2327.246712,100
365,82.68358402,2311.990413,100
365.25,83.19633517,2296.5629,100
365.5,83.70117738,2280.962054,100
365.75,84.19812125,2265.185652,100
366,84.68717705,2249.231363,100
366.25,85.16835472,2233.096745,100
366.5,85.64166396,2216.779234,100
366.75,86.10711425,2200.276141,100
367,86.56471483,2183.584646,100
367.25,87.0144748,2166.701785,100
367.5,87.4564031,2149.624447,100
367.75,87.89050853,2132.349364,100
368,88.31679981,2114.873101,100
368.25,88.73528557,2097.192043,100
368.5,89.14597438,2079.30239,100
368.75,89.54887478,2061.20014,100
369,89.94399529,2042.881076,100
369.25,0,2024.340755,100
369.5,0,2022.517959,100
369.75,0,2020.695163,100
370,0,2019.43119,100
370.25,0,2018.335833,100
370.5,0,2017.359974,100
370.75,0,2016.477949,100
371,0,2015.673375,100
371.25,0,2014.934674,100
371.5,0,2014.253142,100
371.75,0,2013.621949,100
372,0,2013.035571,100
372.25,0,2012.489433,100
372.5,0,2011.979679,100
372.75,0,2011.50301,100
373,0,2011.05657,100
373.25,0,2010.637859,100
373.5,0,2010.244675,100
373.75,0,2009.875058,100
374,0,2009.52726,100
374.25,0,2009.199705,100
374.5,0,2008.890972,100
374.75,0,2008.599772,100
375,0,2008.324931,100
375.25,0,2008.065374,100
375.5,0,2007.820119,100
375.75,0,2007.588261,100
376,0,2007.368969,100
376.25,0,2007.161471,100
376.5,0,2006.965058,100
376.75,0,2006.779069,100
377,0,2006.602891,100
377.25,0,2006.435954,100
377.5,0,2006.277728,100
377.75,0,2006.127716,100
378,0,2005.985455,100
378.25,0,2005.850514,100
378.5,0,2005.722487,100
378.75,0,2005.600993,100
379,0,2005.485678,100
379.25,0,2005.376207,100
379.5,0,2005.272265,100
379.75,0,2012.833718,100
380,0,2020.358734,100
380.25,0,2027.847729,100
380.5,0,2035.301111,100
380.75,0,2042.719281,100
381,0,2050.102632,100
381.25,0,2057.451548,100
381.5,0,2064.766409,100
381.75,0,2072.047584,100
382,0,2079.295438,100
382.25,0,2086.510328,100
382.5,0,2093.692605,100
382.75,0,2100.842614,100
383,0,2107.960691,100
383.25,0,2115.047171,100
383.5,0,2122.102378,100
383.75,0,2129.126634,100
384,0,2136.120252,100
384.25,0,2143.083544,100
384.5,0,2150.016811,100
384.75,0,2156.920354,100
385,0,2163.794467,100
385.25,0,2170.639437,100
385.5,0,2177.455549,100
385.75,0,2184.243081,100
386,0,2191.00231,100
386.25,0,2197.733504,100
386.5,0,2204.43693,100
386.75,0,2211.112848,100
387,0,2217.761516,100
387.25,0,2224.383186,100
387.5,0,2230.978109,100
387.75,0,2237.546529,100
388,0,2244.088686,100
388.25,0,2250.60482,100
388.5,0,2257.095162,100
388.75,0,2263.559945,100
389,0,2269.999394,100
389.25,0,2276.413732,100
389.5,0,2282.80318,100
389.75,0,2289.167954,100
390,0,2295.508267,100
390.25,0,2301.82433,100
390.5,0,2308.11635,100
390.75,0,2314.38453,100
391,0,2320.629072,100
391.25,0,2326.850175,100
391.5,0,2333.048032,100
391.75,0,2339.222838,100
392,0,2345.374782,100
392.25,0,2351.50405,100
392.5,0,2357.610828,100
392.75,0,2363.695298,100
393,0,2369.757639,100
393.25,0,2375.798027,100
393.5,0,2381.816638,100
393.75,0,2387.813643,100
394,0,2393.789213,100
394.25,0,2399.743515,100
394.5,0,2405.676714,100
394.75,0,2411.588973,100
395,0,2417.480454,100
395.25,0,2423.351315,100
395.5,0,2429.201712,100
395.75,0,2435.031801,100
396,0,2440.841735,100
396.25,0,2446.631663,100
396.5,0,2452.401736,100
396.75,0,2458.152098,100
397,0,2463.882897,100
397.25,0,2469.594274,100
397.5,0,2475.286372,100
397.75,0,2480.95933,100
398,0,2486.613285,100
398.25,0,2492.248375,100
398.5,0,2497.864734,100
398.75,0,2503.462494,100
399,0,2509.041786,100
399.25,0,2514.602742,100
399.5,0,2520.145487,100
399.75,0,2525.670151,100
400,0,2531.176856,100
400.25,0,2536.665727,100
400.5,0,2542.136887,100
400.75,0,2547.590455,100
401,0,2553.026552,100
401.25,0,2558.445294,100
401.5,0,2563.846799,100
401.75,0,2569.231182,100
402,0,2574.598557,100
402.25,0,2579.949036,100
402.5,0,2585.282731,100
402.75,0,2590.599751,100
403,0,2595.900206,100
403.25,0,2601.184203,100
403.5,0,2606.451849,100
403.75,0,2611.703248,100
404,0,2616.938506,100
404.25,0,2622.157724,100
404.5,0,2627.361005,100
404.75,0,2632.548449,100
405,0,2637.720157,100
405.25,0,2642.876226,100
405.5,0,2648.016754,100
405.75,0,2653.141837,100
406,0,2658.251572,100
406.25,0,2663.346052,100
406.5,0,2668.42537,100
406.75,0,2673.48962,100
407,0,2678.538893,100
407.25,0,2683.573279,100
407.5,0,2688.592868,100
407.75,0,2693.597748,100
408,0,2698.588007,100
408.25,0,2703.563733,100
408.5,0,2708.525011,100
408.75,0,2713.471926,100
409,0,2718.404563,100
409.25,0,2723.323004,100
409.5,0,2728.227334,100
409.75,0,2733.117632,100
410,0,2737.993981,100
410.25,0,2742.85646,100
410.5,0,2747.705149,100
410.75,0,2752.540126,100
411,0,2757.361469,100
411.25,0,2762.169256,100
411.5,0,2766.963562,100
411.75,0,2771.744464,100
412,0,2776.512035,100
412.25,0,2781.266351,100
412.5,0,2786.007484,100
412.75,0,2790.735508,100
413,0,2795.450494,100
413.25,0,2800.152515,100
413.5,0,2804.841639,100
413.75,0,2809.517939,100
414,0,2814.181482,100
414.25,0,2818.832339,100
414.5,0,2823.470576,100
414.75,0,2828.096262,100
415,0,2832.709464,100
415.25,0,2837.310247,100
415.5,0,2841.898678,100
415.75,0,2846.474821,100
416,0,2851.038741,100
416.25,0,2855.590502,100
416.5,0,2860.130168,100
416.75,0,2864.657801,100
417,0,2869.173463,100
417.25,0,2873.677217,100
417.5,0,2878.169122,100
417.75,0,2882.649241,100
418,0,2887.117633,100
418.25,0,2891.574357,100
418.5,0,2896.019473,100
418.75,0,2900.45304,100
419,0,2904.875114,100
419.25,0,2909.285755,100
419.5,0,2913.685018,100
419.75,0,2918.072961,100
420,0,2922.44964,100
420.25,0,2926.81511,100
420.5,0,2931.169426,100
420.75,0,2935.512643,100
421,0,2939.844815,100
421.25,0,2944.165997,100
421.5,0,2948.476241,100
421.75,0,2952.775601,100
422,0,2957.064128,100
422.25,0,2961.341876,100
422.5,0,2965.608894,100
422.75,0,2969.865236,100
423,0,2974.110951,100
423.25,0,2978.34609,100
423.5,0,2982.570703,100
423.75,0,2986.784839,100
424,0,2990.988548,100
424.25,0,2995.181878,100
424.5,0,2999.364878,100
424.75,0,3003.537595,100
425,0,3007.700078,100
425.25,0,3011.852374,100
425.5,0,3015.994529,100
425.75,0,3020.12659,100
426,0,3024.248604,100
426.25,0,3028.360616,100
426.5,0,3032.462671,100
426.75,0,3036.554814,100
427,0,3040.637091,100
427.25,0,3044.709546,100
427.5,0,3048.772223,100
427.75,0,3052.825165,100
428,0,3056.868416,100
428.25,0,3060.902019,100
428.5,0,3064.926017,100
428.75,0,3068.940452,100
429,0,3072.945367,100
429.25,0,3076.940802,100
429.5,0,3080.926801,100
429.75,0,3084.903403,100
430,0,3088.87065,100
430.25,0,3092.828582,100
430.5,0,3096.77724,100
430.75,0,3100.716663,100
431,0,3104.646892,100
431.25,0,3108.567965,100
431.5,0,3112.479922,100
431.75,0,3116.382802,100
432,0,3120.276643,100
432.25,0,3124.161484,100
432.5,0,3128.037362,100
432.75,0,3131.904316,100
433,0,3135.762382,100
433.25,0,3139.611598,100
433.5,0,3143.452001,100
433.75,0,3147.283628,100
434,0,3151.106515,100
434.25,0,3154.920698,100
434.5,0,3158.726213,100
434.75,0,3162.523096,100
435,0,3166.311382,100
435.25,0,3170.091107,100
435.5,0,3173.862305,100
435.75,0,3177.625011,100
436,0,3181.379259,100
436.25,0,3185.125085,100
436.5,0,3188.862521,100
436.75,0,3192.591601,100
437,0,3196.31236,100
437.25,0,3200.02483,100
437.5,0,3203.729044,100
437.75,0,3207.425036,100
438,100,3200.066633,100
438.25,100,3186.0806,100
438.5,100,3172.047774,100
438.75,100,3157.967512,100
439,100,3143.839155,100
439.25,100,3129.662034,100
439.5,100,3115.435462,100
439.75,100,3101.158738,100
440,100,3086.831147,100
440.25,100,3072.451955,100
440.5,100,3058.020415,100
440.75,100,3043.53576,100
441,100,3028.997208,100
441.25,100,3014.403957,100
441.5,100,2999.755188,100
441.75,100,2985.050061,100
442,100,2970.287717,100
442.25,100,2955.467277,100
442.5,100,2940.587839,100
442.75,100,2925.648481,100
443,100,2910.648256,100
443.25,100,2895.586196,100
443.5,100,2880.461308,100
443.75,100,2865.272571,100
444,100,2850.018941,100
444.25,100,2834.699346,100
444.5,100,2819.312686,100
444.75,100,2803.857832,100
445,100,2788.333623,100
445.25,100,2772.738869,100
445.5,100,2757.072346,100
445.75,100,2741.332798,100
446,100,2725.518931,100
446.25,100,2709.629418,100
446.5,100,2693.66289,100
446.75,100,2677.617943,100
447,100,2661.493127,100
447.25,100,2645.286954,100
447.5,100,2628.997888,100
447.75,100,2612.624348,100
448,100,2596.164704,100
448.25,100,2579.617276,100
448.5,100,2562.980331,100
448.75,100,2546.25208,100
449,100,2529.430678,100
449.25,100,2512.514219,100
449.5,100,2495.500733,100
449.75,100,2478.388186,100
450,100,2461.174473,100
450.25,100,2443.857418,100
450.5,100,2426.434768,100
450.75,100,2408.904191,100
451,100,2391.263272,100
451.25,100,2373.509507,100
451.5,100,2355.640298,100
451.75,100,2337.652954,100
452,100,2319.544677,100
452.25,100,2301.312564,100
452.5,100,2282.953596,100
452.75,100,2264.464635,100
453,100,2245.842417,100
453.25,100,2227.08354,100
453.5,100,2208.184464,100
453.75,100,2189.141494,100
454,100,2169.950779,100
454.25,100,2150.608296,100
454.5,100,2131.109842,100
454.75,100,2111.451023,100
455,100,2091.62724,100
455.25,100,2071.633676,100
455.5,100,2051.465282,100
455.75,100,2031.116761,100
456,100,2010.582548,100
456.25,100,1989.856796,100
456.5,100,1968.933349,100
456.75,100,1947.805723,100
457,100,1926.467083,100
457.25,100,1904.910208,100
457.5,100,1883.127469,100
457.75,100,1861.11079,100
458,0,1838.851611,100
458.25,0,1837.052488,100
458.5,0,1835.893579,100
458.75,0,1834.915555,100
459,0,1834.063766,100
459.25,0,1833.309625,100
459.5,0,1832.634925,100
459.75,0,1832.026844,100
460,0,1831.475785,100
460.25,0,1830.974257,100
460.5,0,1830.516233,100
460.75,0,1830.096753,100
461,0,1829.711662,100
461.25,0,1829.357428,100
461.5,0,1829.031014,100
461.75,0,1828.729783,100
462,0,1828.451427,100
462.25,0,1828.193911,100
462.5,0,1827.95543,100
462.75,0,1827.734376,100
463,0,1827.529306,100
463.25,0,1827.338924,100
463.5,0,1827.162063,100
463.75,0,1826.997662,100
464,0,1826.84476,100
464.25,0,1826.702483,100
464.5,0,1826.570032,100
464.75,0,1826.446677,100
465,0,1826.331751,100
465.25,0,1826.22464,100
465.5,0,1826.124781,100
465.75,0,1826.031656,100
466,0,1825.944787,100
466.25,0,1825.863734,100
466.5,0,1825.788089,100
466.75,0,1825.717477,100
467,0,1825.651551,100
467.25,0,1825.589987,100
467.5,0,1825.532488,100
467.75,0,1825.478776,100
468,0,1825.428596,100
468.25,0,1831.696551,100
468.5,0,1837.901241,100
468.75,0,1844.043196,100
469,0,1850.122937,100
469.25,0,1856.140974,100
469.5,0,1862.097809,100
469.75,0,1867.993934,100
470,0,1873.829834,100
470.25,0,1879.605982,100
470.5,0,1885.322847,100
470.75,0,1890.980887,100
471,0,1896.580555,100
471.25,0,1902.122295,100
471.5,0,1907.606544,100
471.75,0,1913.033733,100
472,0,1918.404286,100
472.25,0,1923.718621,100
472.5,0,1928.977148,100
472.75,0,1934.180276,100
473,0,1939.328402,100
473.25,0,1944.421922,100
473.5,0,1949.461225,100
473.75,0,1954.446696,100
474,0,1959.378713,100
474.25,0,1964.257651,100
474.5,0,1969.083881,100
474.75,0,1973.857768,100
475,0,1978.579673,100
475.25,0,1983.249954,100
475.5,0,1987.868964,100
475.75,0,1992.437052,100
476,0,1996.954565,100
476.25,0,2001.421846,100
476.5,0,2005.839232,100
476.75,0,2010.207061,100
477,0,2014.525666,100
477.25,0,2018.795375,100
477.5,0,2023.016516,100
477.75,0,2027.189413,100
478,0,2031.314388,100
478.25,0,2035.39176,100
478.5,0,2039.421846,100
478.75,0,2043.40496,100
479,0,2047.341414,100
479.25,0,2051.231519,100
479.5,0,2055.075583,100
479.75,0,2058.873912,100
480,0,2062.62681,100
480.25,0,2066.334581,100
480.5,0,2069.997525,100
480.75,0,2073.615942,100
481,0,2077.190131,100
481.25,0,2080.720387,100
481.5,0,2084.207007,100
481.75,0,2087.650285,100
482,0,2091.050513,100
482.25,0,2094.407984,100
482.5,0,2097.72299,100
482.75,0,2100.99582,100
483,0,2104.226763,100
483.25,0,2107.416108,100
483.5,0,2110.564144,100
483.75,0,2113.671156,100
484,0,2120.732421,100
484.25,0,2127.762673,100
484.5,0,2134.762226,100
484.75,0,2141.731393,100
485,0,2148.670477,100
485.25,0,2155.579779,100
485.5,0,2162.459594,100
485.75,0,2169.31021,100
486,0,2176.131914,100
486.25,0,2182.924984,100
486.5,0,2189.689697,100
486.75,0,2196.426324,100
487,0,2203.13513,100
487.25,0,2209.816379,100
487.5,0,2216.470327,100
487.75,0,2223.09723,100
488,0,2229.697337,100
488.25,0,2236.270892,100
488.5,0,2242.81814,100
488.75,0,2249.339317,100
489,0,2255.834659,100
489.25,0,2262.304395,100
489.5,0,2268.748755,100
489.75,0,2275.16796,100
490,0,2281.562233,100
490.25,0,2287.931789,100
490.5,0,2294.276844,100
490.75,0,2300.597608,100
491,0,2306.894288,100
491.25,0,2313.16709,100
491.5,0,2319.416215,100
491.75,0,2325.641862,100
492,0,2331.844226,100
492.25,0,2338.023501,100
492.5,0,2344.179877,100
492.75,0,2350.313542,100
493,0,2356.42468,100
493.25,0,2362.513475,100
493.5,0,2368.580106,100
493.75,0,2374.624751,100
494,0,2380.647585,100
494.25,100,2364.203005,100
494.5,100,2346.272516,100
494.75,100,2328.222446,100
495,100,2310.049942,100
495.25,100,2291.752042,100
495.5,100,2273.325666,100
495.75,100,2254.76761,100
496,100,2236.07454,100
496.25,100,2217.242982,100
496.5,100,2198.269318,100
496.75,100,2179.149771,100
497,100,2159.880402,100
497.25,100,2140.457097,100
