0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,22.34029723,58.01597361,106.836718,168.6411473,243.2955181,330.6924391,430.7495824,543.4083963,668.6339874,806.4437907,956.927095,1120.238282,1296.526245,1485.855294,1688.200038,1903.477864,2131.585482,2372.43794,2626.011804,2892.378656
0,38.02133499,89.39493869,153.7401772,230.7342727,320.1097269,421.6517452,535.1956609,660.6243584,797.8680506,946.96165,1108.083695,1281.543042,1467.637347,1666.495226,1878.065859,2102.184033,2338.643108,2587.27317,2848.027343,3121.048795
0,53.70240978,120.7740812,200.6440461,292.8281201,396.9250386,512.6125925,639.6437638,777.8428621,927.1052077,1087.483228,1259.244709,1442.852976,1638.754415,1847.141912,2067.93919,2300.898413,2545.709566,2802.117757,3070.052653,3349.729017
0,69.38352161,152.1534012,247.5483247,354.9226897,473.7414535,603.5749807,744.0938912,895.0639074,1056.345459,1228.008524,1410.410138,1604.168084,1809.877447,2027.79535,2257.820029,2499.621002,2752.784857,3016.9717,3292.087733,3578.419321
0,85.06467047,183.5328986,294.4530129,417.0179812,550.5589714,694.5389101,848.5460429,1012.287494,1185.588804,1368.537539,1561.579979,1765.488367,1981.006446,2208.455542,2447.708377,2698.351802,2959.86898,3231.835,3514.132584,3807.119708
0,100.7458564,214.9125735,341.3581107,479.1139949,627.3775923,785.5043804,953.0002191,1129.513623,1314.835243,1509.070272,1712.754235,1926.813824,2152.141409,2389.122486,2637.604234,2897.090811,3166.961935,3446.707655,3736.187206,4035.830177
0,116.4270793,246.2924259,388.2636183,541.2107306,704.1973163,876.4713918,1057.45642,1246.742293,1444.084776,1649.606724,1863.932905,2088.144454,2323.282338,2569.796182,2827.5076,3095.838029,3374.063723,3661.589667,3958.251598,4264.550729
0,132.1083393,277.6724557,435.1695354,603.3081884,781.0181434,967.4399442,1161.914645,1363.973505,1573.337403,1790.146894,2015.115988,2249.480259,2494.429233,2750.476632,3017.418476,3294.593458,3581.174343,3876.481035,4180.325762,4493.281363
0,147.7896362,309.0526629,482.0758623,665.4063682,857.8400735,1058.410038,1266.374894,1481.207258,1702.593124,1930.690783,2166.303485,2410.821238,2665.582093,2931.163834,3207.33686,3493.357096,3788.293795,4091.381759,4402.409695,4722.022079
0,163.4709703,340.4330476,528.9825988,727.5052701,934.6631067,1149.381672,1370.837168,1598.443553,1831.851939,2071.23839,2317.495397,2572.167391,2836.740918,3111.857789,3397.262752,3692.128945,3995.42208,4306.29184,4624.5034,4950.772878
0,179.1523413,371.8136098,575.889745,789.604894,1011.487243,1240.354848,1475.301466,1715.682389,1961.113849,2211.789715,2468.691722,2733.518719,3007.905708,3292.558497,3587.196154,3890.909003,4202.559197,4521.211277,4846.606875,5179.533759
0,194.8337494,403.1943494,622.7973008,851.70524,1088.312482,1331.329564,1579.767789,1832.923767,2090.378852,2352.344759,2619.89246,2894.87522,3179.076464,3473.265957,3777.137065,4089.697271,4409.705146,4736.140069,5068.720121,5408.304722
0,210.5151946,434.5752665,669.7052663,913.8063081,1165.138824,1422.305822,1684.236136,1950.167687,2219.646949,2492.903522,2771.097613,3056.236896,3350.253185,3653.980171,3967.085485,4288.493748,4616.859928,4951.078219,5290.843137,5637.085768
0,226.1966767,465.956361,716.6136415,975.9080982,1241.96627,1513.283621,1788.706508,2067.414148,2348.91814,2633.466003,2922.30718,3217.603745,3521.435872,3834.701137,4157.041414,4487.298436,4824.023542,5166.025724,5512.975925,5865.876897
0,241.8781959,497.337633,763.5224263,1038.01061,1318.794818,1604.26296,1893.178904,2184.663151,2478.192425,2774.032202,3073.52116,3378.975769,3692.624524,4015.428856,4347.004851,4686.111333,5031.195988,5380.982586,5735.118483,6094.678108
0,257.5597521,528.7190824,810.4316208,1100.113845,1395.62447,1695.243841,1997.653324,2301.914696,2607.469804,2914.60212,3224.739554,3540.352967,3863.819141,4196.163328,4536.975798,4884.93244,5238.377266,5595.948804,5957.270811,6323.489401
0,273.2413454,560.1007093,857.3412249,1162.217801,1472.455224,1786.226263,2102.129769,2419.168782,2736.750277,3055.175756,3375.962363,3701.735339,4035.019724,4376.904552,4726.954253,5083.761757,5445.567377,5810.924378,6179.432911,6552.310777
0,288.9229757,591.4825136,904.2512387,1224.322479,1549.287082,1877.210226,2206.608238,2536.425409,2866.033844,3195.753111,3527.189585,3863.122886,4206.226272,4557.652529,4916.940218,5282.599283,5652.76632,6025.909308,6401.604781,6781.142235
0,304.604643,622.8644954,951.1616622,1286.42788,1626.120043,1968.195729,2311.088732,2653.684579,2995.320505,3336.334184,3678.42122,4024.515606,4377.438786,4738.407259,5106.933691,5481.44502,5859.974096,6240.903595,6623.786421,7009.983775
0,320.2863474,654.2466546,998.0724954,1348.534002,1702.954106,2059.182774,2415.57125,2770.946289,3124.61026,3476.918976,3829.65727,4185.913501,4548.657264,4919.168742,5296.934673,5680.298966,6067.190704,6455.907237,6845.977833,7238.835398
0,335.9680888,685.6289913,1044.983738,1410.640847,1779.789273,2150.17136,2520.055792,2888.210542,3253.903109,3617.507486,3980.897734,4347.316569,4719.881709,5099.936978,5486.943164,5879.161122,6274.416144,6670.920236,7068.179015,7467.697104
0,351.6498672,717.0115054,1091.895391,1472.748414,1856.625543,2241.161487,2624.542359,3005.477336,3383.199051,3758.099715,4132.142611,4508.724812,4891.112118,5280.711966,5676.959165,6078.031488,6481.650416,6885.942592,7290.389967,7696.568891
